place_id,neighborhood,value
ChIJfWX-mf7xNIgRE9ZKdBmUiFE,Squirrel Hill South,58
ChIJg4iqU1zxNIgRpPPslHG6YxA,Squirrel Hill South,59
ChIJHaUunP7xNIgRxkzGYOAIs3s,Squirrel Hill South,58
ChIJz2YHEADyNIgR3i06eMICpDM,Squirrel Hill South,51
ChIJt4iTxpPxNIgR48jSGmbEhCI,Squirrel Hill South,58
ChIJjWC6Ef_xNIgRyJodJrEpjAc,Squirrel Hill South,60
ChIJVVVJhf7xNIgRO6i9n8IDVUk,Squirrel Hill South,58
ChIJl-ia3d3xNIgRgi7ZuCdv5AQ,Squirrel Hill South,18
ChIJR0IGCADyNIgRvOjy0MNoRTs,Squirrel Hill South,50
ChIJ-7t67_7xNIgRT00uAV8ynN4,Squirrel Hill South,58
ChIJF8MtFMLxNIgRon3pDMIjAhE,Squirrel Hill South,58
ChIJo4Minv7xNIgRVktnEAAFCBU,Squirrel Hill South,58
ChIJdyHrh97xNIgRhSG-7v6c1So,Squirrel Hill South,18
ChIJWSLuPqHzNIgRPwtYJJ0MS6E,Highland Park,30
ChIJvTL5iH_yNIgRdO6KVGjHGXM,Highland Park,30
ChIJE5YAUp3yNIgRIJAi9h5VJmc,Morningside,8
ChIJG4Wlv3_yNIgRD72vwwni040,Highland Park,31
ChIJ_86ohnTyNIgRr-dolrlyapI,Shadyside,87
ChIJwTXFF1bzNIgRBtuoDvqaDAk,Shadyside,90
ChIJPWcNTYrzNIgR37erh1gupOE,East Liberty,91
ChIJBcn2m7LzNIgR9TG_cGShmus,East Liberty,90
ChIJDbCnsZnzNIgRiHI_XTdUWL0,East Liberty,92
ChIJq6pueXPyNIgR_3Td6iT1jtw,East Liberty,90
ChIJta2mTC3zNIgRWWrI37jfR6Y,Shadyside,88
ChIJT2aefnPyNIgRQ5S7I37vdJo,East Liberty,90
ChIJyZk6TnTuNIgRYkbnt5HepOA,East Liberty,89
ChIJuR3d3OrzNIgRjtHbCef0GP0,East Liberty,103
ChIJ2U961ErzNIgR_Q6HvAae7_s,East Liberty,103
ChIJibTcXnTyNIgRGUl5vW35uPU,Shadyside,87
ChIJfwD2p3PyNIgRvbg2tg__Oz8,East Liberty,103
ChIJV7Ep6nbyNIgRZRxAbwKeAF8,East Liberty,94
ChIJmWLN6GnzNIgRo8_Bfz1dHAw,East Liberty,100
ChIJAZ2LBnTyNIgRuOijoRkjvzI,East Liberty,97
ChIJtfj1dHTyNIgRufxtaSnXwO4,East Liberty,95
ChIJRfuKPGnzNIgR_18jx90DqIk,Shadyside,90
ChIJeYLZfXPyNIgRWDOFw-mvS9g,East Liberty,88
ChIJJ5Vo3wXzNIgR5dwpSgzW7_I,East Liberty,96
ChIJr9grg3TyNIgRDTLMzxnA_QY,Shadyside,89
ChIJ85r6U3PyNIgRShRo4vMObTI,Shadyside,91
ChIJk3ZweXPyNIgR8yU9fdW2sAE,East Liberty,90
ChIJFZFaXXPyNIgRqHdSvWV0XJE,East Liberty,94
ChIJcUkTqHTyNIgRLy_IP94UFBA,Shadyside,86
ChIJWQh7rAzyNIgR2SmJQjW3nAs,Shadyside,90
ChIJf8-9UXPyNIgR0MoGEhLB1VY,Shadyside,90
ChIJgRGc7WXuNIgRWWuiWGKgCI4,Shadyside,83
ChIJ-xSPSIvtNIgROIxeTVTEcqM,Bakery Square,73
ChIJqb4DQg3yNIgRyPkcGL6oQko,Shadyside,93
ChIJ5ZgTcwfzNIgRK-c2BoTZ9vc,Bloomfield,81
ChIJ4y5iaA3yNIgRlveZw8ch5ew,Shadyside,95
ChIJDRzTaXTyNIgRr-Lofpxky2w,East Liberty,93
ChIJJyuhq3XyNIgRWy9Y9vlV3Oc,East Liberty,95
ChIJK7NDJ3PyNIgRnm1MTAat90w,Shadyside,106
ChIJWXZrWqXtNIgRm2RPZqg8R8I,Bakery Square,69
ChIJVdUuLdXzNIgRvALLqvy_rwY,Shadyside,88
ChIJ1UhbPQjzNIgRHEWiUMjOknk,Bloomfield,80
ChIJ7Z96hYTyNIgRYGJl3swgnp4,Bakery Square,72
ChIJEfGbKwDyNIgR-iKYm8ZnK9U,Squirrel Hill North,51
ChIJt-D2X5_zNIgRz9ps_RHI-Og,Squirrel Hill North,52
ChIJz1h41wHyNIgR0AVlKsbGd4k,Squirrel Hill South,55
ChIJWzNtxbfzNIgRJXA9L56crus,Squirrel Hill North,51
ChIJ2TLs4XTxNIgRdosg14v5Zbk,Squirrel Hill South,58
ChIJ2bCX4u3zNIgRffs3LXEuos4,Squirrel Hill South,51
ChIJpZy2hejzNIgRQwot09jRySs,Squirrel Hill North,51
ChIJ3TSizQHyNIgR7BC1XJB1zFE,Squirrel Hill North,53
ChIJc7q2DTvxNIgR5K3SOPvVKUw,Squirrel Hill South,56
ChIJB8xjqIDzNIgRMVrLT_jOZfw,Squirrel Hill South,51
ChIJl_sqJADyNIgRQFP6M9vWblk,Squirrel Hill South,51
ChIJdeLTv07xNIgRX9CnXW42LYE,Squirrel Hill South,57
ChIJU-45Yv_xNIgRciJEiRDX_LU,Squirrel Hill South,56
ChIJwy6Z7v7xNIgRVHQFJTCXZIA,Squirrel Hill South,58
ChIJXR5HGADyNIgRlG94zJiYKZE,Squirrel Hill South,51
ChIJPUJMmf7xNIgRGE-k0pnaxro,Squirrel Hill South,58
ChIJS4w6F__xNIgRHBCgNlvm6hY,Squirrel Hill South,60
ChIJY7-zEQDyNIgRnr2vhjLZ77w,Squirrel Hill North,51
ChIJ-041qUrxNIgRJhS5iBmhLnI,Squirrel Hill South,58
ChIJY8Gdq2_zNIgRAa39P2rQJc8,Squirrel Hill North,52
ChIJuyHL7f7xNIgREhCvl94Nmp8,Squirrel Hill South,58
ChIJO1Y0l_7xNIgRD-FhmdnGPsA,Squirrel Hill South,58
ChIJNVsfYR_yNIgR4lHAYMWATb0,Squirrel Hill North,18
ChIJo8aPmf7xNIgRV9yjm17UQt0,Squirrel Hill South,58
ChIJleE02AHyNIgRsQ8kBSbcncw,Squirrel Hill South,56
ChIJe94cciLyNIgRdN_PX7Lnl18,Squirrel Hill North,35
ChIJy4AT9-LxNIgRZyAiiPJU6xo,Squirrel Hill South,58
ChIJ6WqCYf_xNIgRLF0LEZn2XH0,Squirrel Hill South,55
ChIJr5-PxPTzNIgRQkBX3TxkspU,Squirrel Hill South,51
ChIJ_TOmxfbtNIgREOzdauNQIus,Point Breeze,30
ChIJxYa44v7xNIgRM0tbj-YIWG4,Squirrel Hill South,57
ChIJa2ZLkf7xNIgR0T4Mb28ngVY,Squirrel Hill South,58
ChIJ5zBe-P_tNIgRMzm5yHn9g0k,Squirrel Hill South,51
ChIJUWlACQDyNIgREUt5L5b1ccw,Squirrel Hill North,51
ChIJW4mbBNjzNIgRYmFrVv01reY,Squirrel Hill North,51
ChIJq2y5XPzxNIgR6am_dkfqh2c,Squirrel Hill South,57
ChIJh9UePtzzNIgRsWPBOb3uS9w,Squirrel Hill South,55
ChIJMaOoKfDxNIgRRtdwslgnQNY,Squirrel Hill South,58
ChIJOYLk35jzNIgR3SDcof8vRuY,Squirrel Hill South,52
ChIJ1UtXA63xNIgR-QiZCuSxq9k,Squirrel Hill South,56
ChIJKz22Ah_yNIgRbiYIedRcemI,Squirrel Hill North,16
ChIJG-eFCADyNIgRTaCHY2zqm1w,Squirrel Hill South,51
ChIJW8ApajbvNIgRQ9loNp2N3zc,New Homestead,2
ChIJCed4bubxNIgRlp7B_7Fdqw0,Greenfield,37
ChIJMeFNAFnxNIgR62Y1n_exNUU,Regent Square,2
ChIJOby4E-TvNIgRWcjBLfHJ-S4,Lincoln Place,11
ChIJ3TjCauTvNIgRdCnTzbVhSKM,Lincoln Place,11
ChIJ4fyYe8PtNIgRVpy6iAusL60,Lincoln-Lemington-Belmar,15
ChIJe59DvhPtNIgRQHy359SGF0E,Lincoln-Lemington-Belmar,15
ChIJf3pm97XsNIgRAK5HRi4gYrE,Lincoln-Lemington-Belmar,15
ChIJyQ0Jh3XyNIgRqa_YXoFXgkY,East Liberty,88
ChIJDfC91HLzNIgRArtzxCsywto,East Liberty,103
ChIJw6fvbfbtNIgRqWTFkxKrJTE,Bakery Square,72
ChIJFTbxe8TtNIgRad8ZhAxxCww,Bakery Square,75
ChIJ_YiyhabtNIgRbCv35jqJfJ0,Bakery Square,73
ChIJR2-dnCrtNIgR6a9zwrmhq6I,Bakery Square,73
ChIJl-J-t4rtNIgRpEmEk601GX8,East Liberty,85
ChIJmccYg5LtNIgR2eNthmMJg_g,Homewood West,78
ChIJVwsiqHTyNIgRA4eK4lD0_PM,Shadyside,86
ChIJZU5v0vbtNIgRMii7ACbO6JI,Point Breeze,30
ChIJ63Fc-0vtNIgRw2glXcAQpoA,Bakery Square,73
ChIJraxyITztNIgRGBukmraKAgU,Bakery Square,73
ChIJOR25pQzyNIgRs3ph0-Be0BQ,Shadyside,90
ChIJ9TDbxYrtNIgRObPCSOgy3AE,East Liberty,86
ChIJ8dgFY__xNIgRCzjxWltwItw,Squirrel Hill South,55
ChIJf6kfwMLtNIgRXT8RnzFUh9s,Regent Square,2
ChIJ24QQrXXuNIgRBYsiNnow9JA,Regent Square,2
ChIJT2VbCRvvNIgRmRFQP6K9iXw,Regent Square,2
ChIJB3sjdsfsNIgR2rV5Lh1JcBI,Lincoln-Lemington-Belmar,15
ChIJYbWigLXsNIgRVKwrXkzaj8g,Lincoln-Lemington-Belmar,15
ChIJzd4VsErtNIgRHQa3VqDnbgI,Lincoln-Lemington-Belmar,14
ChIJeSSmJRLtNIgRBOgP766JQ7I,Lincoln-Lemington-Belmar,15
ChIJhQxuGDaTNIgRooR0K7xcCc4,Lincoln-Lemington-Belmar,14
ChIJ13K0kUDtNIgRBTZWdoV4cDE,Lincoln-Lemington-Belmar,15
ChIJ-d12ncfsNIgRdZGi3XtccTQ,Lincoln-Lemington-Belmar,15
ChIJKYxxdsfsNIgRZsmnJBFzihQ,Lincoln-Lemington-Belmar,15
ChIJQ06KcDWTNIgR_KOB-hCyPO8,Lincoln-Lemington-Belmar,15
ChIJMzWYo7TtNIgRJKRSaMn2IvY,East Hills,33
ChIJweotuhHtNIgRWG1WxQOvrtI,Lincoln-Lemington-Belmar,15
ChIJcyYHp8rsNIgRHsRu6o0h96k,Lincoln-Lemington-Belmar,15
ChIJSxg7nsfsNIgROL-GRoQfvWM,Lincoln-Lemington-Belmar,15
ChIJy6fvtQntNIgRbwV3UV3y9jQ,Homewood West,87
ChIJtfL375LtNIgRoaRaH6Jvl7A,Homewood West,82
ChIJzwyZddvtNIgRs4e3uCsS1-s,Homewood North,112
ChIJ8YKHuArtNIgR-agLYrZ00-0,Homewood South,127
ChIJOUrEhvftNIgRExY3TbnV6-Y,Point Breeze,77
ChIJhy57tOntNIgROFIEFKXVngs,Point Breeze,77
ChIJq1hYRLHtNIgRdCtW_bZslaA,Regent Square,25
ChIJV6x6LsHtNIgRwp7VohSDHT4,Homewood South,119
ChIJhf_eEmztNIgRtb3sUYxdgag,Regent Square,25
ChIJx5twJ2zzNIgROW-CtRhUKys,Squirrel Hill South,51
ChIJBXsjpODtNIgRG6z6bTSjwNc,Regent Square,25
ChIJd6t7bKjtNIgRHcA-CrxDtDw,Regent Square,25
ChIJhZT5r9XtNIgRoapjTzxiSk8,Homewood South,93
ChIJUb5wEu3tNIgRivUh-Ckdlo4,Homewood North,73
ChIJ124PqiPtNIgRA-U3vYMZElE,Homewood North,78
ChIJLwMVDMbtNIgRBz19z_C0Gr4,Homewood South,92
ChIJYX8MOr_tNIgRy3u8brxJ7Vc,Homewood North,115
ChIJqXr2PsPtNIgRwLgSS75mbwg,Point Breeze,55
ChIJX8zp4sLtNIgR-Y_LhQ6wDe0,Point Breeze North,71
ChIJN3RDUXTuNIgR6nGsrFqr8E8,Regent Square,1
ChIJ0VPq8RvtNIgRj5Ga8BZOeHA,Lincoln-Lemington-Belmar,14
ChIJP-ftn8rsNIgRKFmLqVQEOs4,Lincoln-Lemington-Belmar,15
ChIJmQXUvBHtNIgRx7a8ckWj4Xo,Lincoln-Lemington-Belmar,15
