place_id,neighborhood,value
ChIJ32HHK-7zNIgR2F3P1Ze_Veo,Strip District,79
ChIJubqwEWHtNIgRtWvOBB7IOkk,Strip District,103
ChIJ5UoaTrPzNIgR67C6D3W0d-M,Lower Lawrenceville,67
ChIJZSp_uMXzNIgRfjYvmWaoQis,Strip District,71
ChIJlSQhw9zzNIgRulyV3c9lAFY,Strip District,94
ChIJp6IO5NzzNIgRrBFr-HBNTP0,Strip District,95
ChIJj_TW6dzzNIgR-ibsuSNRjGE,Strip District,95
ChIJ7xNwnN3zNIgRKFNb1CKtMbU,Strip District,104
ChIJ4UfTPd3zNIgR34mdMng6L5A,Strip District,94
ChIJX86zgOLzNIgRLAZcZrqlxGM,Downtown,234
ChIJkeH5HDDxNIgRIVYWkBVWnIA,Uptown,142
ChIJq3phq17xNIgRucm5U8KKeBw,Downtown,245
ChIJHxjv8F7xNIgRhDVc5_DVaDQ,Downtown,215
ChIJXZF5KTDyNIgR5hj8iNmdfOA,Downtown,213
ChIJd14Rc17xNIgRMq985izx13w,Uptown,191
ChIJQVSrW-zxNIgRcGkeWKriZio,Downtown,254
ChIJ3wKdPGnxNIgRiJtL1pd8CF8,South Side Flats,149
ChIJLQtjK7PxNIgR5YlDhRrYYo8,Uptown,206
ChIJg1Gg6P_xNIgRRNlkdMt6ZPY,Uptown,209
ChIJTZLQxGDxNIgRHeH4OnpKHTQ,Crawford-Roberts,115
ChIJ6TMXpl7xNIgR4-vh9b4eCeg,Uptown,231
ChIJF7esbWnxNIgR1m6Ch1_sDic,South Side Flats,147
ChIJUfzmm2nxNIgRmaf5sdOhKns,South Side Flats,146
ChIJb124KRvxNIgRtPTtULeDL9Y,South Side Flats,145
ChIJX0eblW7xNIgR_VvkZXA_YRQ,South Side Flats,152
ChIJHVYbynbxNIgRuQy3ve8SLac,South Side Flats,70
ChIJVV_6nJ_xNIgRSoAWAJqhnJI,South Side Flats,145
ChIJKbZvAhzxNIgRTYPC3TADwBE,South Side Flats,148
ChIJGd8THP3xNIgRjVDaUr8_mzs,South Side Flats,146
ChIJ-Qv-FjPxNIgRtnYGlH8BN7o,South Side Flats,151
ChIJ0f005GnxNIgR97iNHfJPwho,South Side Flats,147
ChIJv--DbWnxNIgRR7NSNMmRJOA,South Side Flats,145
ChIJKXoXk2nxNIgRGa8v_798ORA,South Side Flats,143
ChIJZfTzP2nxNIgRuAaYOtWmtWc,South Side Flats,150
ChIJD2K7dGnxNIgRzr9L22s5MRg,South Side Flats,146
ChIJdZjQx27xNIgROx5Oy5ORrK0,South Side Flats,153
ChIJRZ2ndmnxNIgR8ubLmtt-fhs,South Side Flats,145
ChIJ1YxkmmnxNIgRbGCperwJue4,South Side Flats,141
ChIJqd6KkGnxNIgRRAxQ-Cq5Has,South Side Flats,142
ChIJw0UXPDvxNIgRKbRr3ODSkC4,South Side Flats,152
ChIJizwqlW7xNIgRYil6lwmWaow,South Side Flats,153
ChIJZzOOvrDxNIgRg3CDDJJaEco,South Side Flats,124
ChIJZd0nQGnxNIgRVWIUfq3N0l0,South Side Flats,146
ChIJWajYRm7xNIgRYWzHvQBIa_k,South Side Flats,136
ChIJ7ZiQ9W7xNIgRt5WKRIutn08,South Side Flats,102
ChIJW8GZyW7xNIgRbBA2PEWplXk,South Side Flats,151
ChIJB6QELSHxNIgRFWoBt8KHtiI,Carrick,90
ChIJD5Ibv3bxNIgRgC3PVYseHn8,South Side Flats,61
ChIJXfIN9m7xNIgRyqsVaf_yOWQ,South Side Flats,106
ChIJyxPbaCPpNIgR6KLDgF5MuNk,South Side Flats,49
ChIJFUVyIG7xNIgR5d5VLBb0k4s,South Side Flats,112
ChIJczlgxCDxNIgRGWhgh5XDnAE,Carrick,84
ChIJGWNH4HHxNIgRYt3EYmLzA-c,South Side Flats,112
ChIJ4aw8mCPxNIgRc6Gb9jfvg_4,Knoxville,88
ChIJ3ZWSAabxNIgRDS03BIHhFAk,Arlington,59
ChIJs9-69dzwNIgRmMDd8euPa28,Carrick,81
ChIJ2U_hO-3wNIgRkJ7de0Oawu4,Carrick,17
ChIJUQEBv6fxNIgRkXZoyTMAHME,Carrick,80
ChIJjzk48mDzNIgRrWSmLUdNN3M,Lower Lawrenceville,53
ChIJp_wPvlXzNIgR1ua9flvQiQ8,Lower Lawrenceville,67
ChIJNdRSlcjzNIgRKztXRZ8R3os,Strip District,61
ChIJoztp4qvzNIgR1Yvp3Oo6gUk,Lower Lawrenceville,71
ChIJGyHKJrP3NIgRsdwacPEvZDg,Lower Lawrenceville,68
ChIJ0TkalrTzNIgR3WQ1VOvp8Jg,Lower Lawrenceville,70
ChIJu8lO6bTzNIgRTk57p9qMxLQ,Lower Lawrenceville,69
ChIJC93yEiXuNIgRUWEZNBBXrYM,Central Lawrenceville,68
ChIJv6siiU3yNIgRY1K4PUwSTvY,Central Lawrenceville,63
ChIJKT2mUrXzNIgRP_zITVG6-1s,Lower Lawrenceville,68
ChIJYWX4vDrzNIgRZHYf7f0e8w0,Bloomfield,80
ChIJ2x9UxjDyNIgRAlU-QHejcTs,North Oakland,71
ChIJ_85cpLTzNIgRQYRrGbqmWlI,Lower Lawrenceville,67
ChIJreSQbVjzNIgRfhAd0MtwMPo,Lower Lawrenceville,67
ChIJb026fVHyNIgRp717s78G9n0,Central Lawrenceville,60
ChIJb1Oiq7_zNIgRIftDhyB5qEc,Shadyside,96
ChIJp-5aZRLyNIgRkGsFTHQ2OGQ,Shadyside,84
ChIJG3EpCfjyNIgRbG7YUK8ClBY,Lawrenceville,23
ChIJDf-mDDbzNIgRYxlIXsGv76c,Garfield,74
ChIJ0acBsvmrx4kRaV6f_qdOUVs,Lawrenceville,21
ChIJqb4XHt3zNIgRRGgpc6DL0Lo,Strip District,93
ChIJUczDttzzNIgRIVsSTlzSbOQ,Strip District,92
ChIJ_VG7C93zNIgR7MsvZAToDto,Strip District,98
ChIJNepsId3zNIgRQqFF2SGWTQI,Strip District,95
ChIJZ5ZEkM7zNIgRbD1UL6cJ2m0,Strip District,73
ChIJVfY3m93zNIgRlQH21q_BzX4,Strip District,106
ChIJC5mCXMPzNIgRiI9oZz5oGPc,Strip District,73
ChIJP1gKhd3zNIgRnPIt3JMP6Q4,Strip District,101
ChIJ05Zle6vzNIgR5d6-XIDBWbE,Strip District,102
ChIJu7QfWMPzNIgRRaou7cEJEUk,Strip District,73
ChIJWWTKt9zzNIgRrgG3CUToFPg,Strip District,93
ChIJnUZLROfzNIgRQV-liGcW3U4,Strip District,101
ChIJBfSEzHLzNIgRJoAqEQ80YyI,Strip District,105
ChIJOzazI1zxNIgRiZ9pk0xBUKk,Uptown,206
ChIJ9zVB7l7xNIgRyZZ_5mAAbjU,Downtown,220
ChIJtb0u8NbzNIgReePPnLFXb6s,Terrace Village,107
ChIJt95YkHPxNIgRxayX-1nNn5I,Crawford-Roberts,136
ChIJdcG-um_xNIgRfiBDvgcv6Og,South Side Flats,132
ChIJ10MJKg33NIgRr3hoZDWnQMI,Uptown,175
ChIJ9-mKyGDxNIgRGih_46RNh0c,Uptown,115
ChIJAS82ZknzNIgRwpAOZRJjAzk,Strip District,105
ChIJP4v3IdHzNIgRtd_UuEQTSjo,Middle Hill,107
ChIJcRE8sXbxNIgRCl1ddzPyiMA,South Side Flats,65
ChIJGdtGwnHxNIgRvQ0uCvJ1mdg,South Side Flats,80
ChIJ7ZptpnbxNIgRcyXrZDisGg4,South Side Flats,61
ChIJywg6QG7xNIgRIBl4ypC_GHA,South Side Flats,136
ChIJfUaaHmXxNIgREzmT38FjoRM,South Side Flats,66
ChIJi-9pQW7xNIgRChu2hMipzaA,South Side Flats,139
ChIJac7x_uvxNIgRowRCaqp-Los,South Side Flats,142
ChIJveO2t3bxNIgRR0FnNBRehMo,South Side Flats,69
ChIJv90jIHTxNIgRSnlTE4DPXT8,South Side Flats,56
ChIJz1REkm7xNIgRaCxSYHQ0JeQ,South Side Flats,145
ChIJw8e2im7xNIgRIOv06P2gPEw,South Side Flats,139
ChIJVV4HnqLxNIgRxbPYfPin_Wo,Central Lawrenceville,68
ChIJ9b8gGVLyNIgRZyoRQ5by93c,Central Lawrenceville,59
ChIJE8F5jc3zNIgRv9cjRb4OUzA,Central Lawrenceville,58
ChIJVbQic9zzNIgRmEsQQXRvNm0,Central Lawrenceville,65
ChIJqxndwrHzNIgRUt455T2q_bE,Central Lawrenceville,59
ChIJhbb-m03yNIgRUsWJ-htXSRY,Central Lawrenceville,64
ChIJi32qHBHyNIgRxPtrUFhiLBc,Lower Lawrenceville,67
ChIJv3LUorTzNIgRvwY5DAgTA1s,Lower Lawrenceville,69
ChIJ9w2zjBDzNIgRW-TDzTHGVVg,Central Lawrenceville,87
ChIJ_QYsGFLyNIgRZy6AxOT0gq8,Central Lawrenceville,59
ChIJb51c3NPzNIgRyc9mwNxQT8s,Central Lawrenceville,68
ChIJfdbjNknyNIgRfLIY5-dxlQQ,Bloomfield,90
ChIJ66LSFVLyNIgRtZXizJSCCGk,Central Lawrenceville,59
ChIJzV7wK0nyNIgRgtFZ1GerHV0,Bloomfield,91
ChIJTdlGrlzzNIgRIQf1pxrBMXc,Central Lawrenceville,68
ChIJoacKHk3yNIgRuTyIvX6tIHY,Central Lawrenceville,69
ChIJrzelqffzNIgRnDkl4GRkyd8,Central Lawrenceville,68
ChIJV4HpDlLyNIgRnw3FBi-owp4,Central Lawrenceville,58
ChIJ4at4NE_yNIgRDPjJG9F_BQQ,Bloomfield,81
ChIJacdcMk_yNIgRdHtaOoDoiSk,Central Lawrenceville,81
ChIJl93RPCLzNIgRTN1yoqz3FJc,Central Lawrenceville,86
ChIJbyBaslfyNIgRHs3um_NSygY,Lawrenceville,27
ChIJ9RuVqkfyNIgRkMqRFmij0AE,Bloomfield,78
ChIJByWbqoDzNIgRIYQGeZ3DGHU,Lawrenceville,27
ChIJ157INUbyNIgRIdYcEKwlsxk,Bloomfield,68
ChIJk8LxzX_zNIgROyn2KZl4J24,Lawrenceville,31
ChIJXxJOonLzNIgRLoWk4qqp7D8,Central Lawrenceville,68
ChIJtwdryN_zNIgR9QxZXCx3HHw,Central Lawrenceville,59
ChIJ6RYU1U7yNIgRW5lPuLNmkNQ,Central Lawrenceville,88
ChIJB0uhKaHzNIgRFQoE7SpNQZA,Lower Lawrenceville,67
ChIJfSLmpRfzNIgRuTB2LzQlRs0,Central Lawrenceville,68
ChIJLwtmuhHyNIgReiO08BCqkNI,Shadyside,63
ChIJBYF_qoDxNIgRoaFKe3aGAUU,West Oakland,80
ChIJfRdWuTDzNIgRW8di8Tv5olc,Shadyside,69
ChIJOTAqXE_yNIgRyx9s6-XdtQM,Central Lawrenceville,84
ChIJ8_YI2yrzNIgRcfvIx_LhAQQ,Morningside,12
ChIJ6xQhKULyNIgRH96iN5Qnnxw,Bloomfield,74
ChIJPSw-jertNIgRgG-xMXHio4w,Homewood South,128
ChIJp6r2KhLzNIgR39o6aPGr5ec,North Oakland,93
ChIJiwd0_inyNIgRNEnkdvQOwvw,West Oakland,80
ChIJw-xxVofxNIgRPoR9kR0qQaU,Central Oakland,79
ChIJP6hIlSnyNIgRRIKYd7itnC0,West Oakland,80
ChIJA16Qmy3zNIgR0tie1DsJWr8,West Oakland,93
ChIJuY1kwinyNIgRXavpCzppwNk,Central Oakland,81
ChIJ3Ta93CnyNIgR76BIIq9wi00,Central Oakland,80
ChIJNVEpiefzNIgRTduxmt_kOCo,Central Oakland,80
ChIJi06JU9PzNIgRWcHN_LT8uAE,West Oakland,87
ChIJAcDfbGvzNIgRyx-DeVLDdY8,Central Oakland,82
ChIJ-1R-5SnyNIgRKb70_DsecYU,West Oakland,82
ChIJ-0vjBabzNIgRzOvXp_ZUqoU,North Oakland,79
ChIJHf2pVZTxNIgR4QKTat1XtxI,West Oakland,81
ChIJCwnMDlPzNIgRRHEeV5sDmA4,West Oakland,82
ChIJn-bH7inyNIgRFEdw1AiECjY,West Oakland,81
ChIJmyZSvCnyNIgRudsdwbZLMDw,North Oakland,82
ChIJb4-q6inyNIgR-w9Vd5a_dpg,West Oakland,80
ChIJdU1TE_LzNIgRcLiw01-pwh8,West Oakland,82
ChIJqSCdRijzNIgRVC0pUVzkL3Q,North Oakland,94
ChIJtQ_i3inyNIgRFnjm8Qyamig,Central Oakland,81
ChIJnYeF6ynyNIgRpvE8GG_enX0,West Oakland,81
ChIJMRkulSnyNIgRFX20W4CdRes,West Oakland,83
ChIJLQyxHSryNIgRvsaMdRFuWsc,West Oakland,87
ChIJJ60ZlSnyNIgRFu7xM8GVStE,West Oakland,83
ChIJb76tAYjzNIgRYeg8b2Ci_oY,West Oakland,79
ChIJoaSk8TnzNIgRq6xVnf01Ko4,West Oakland,81
ChIJQ3eP_inyNIgRyd2ktjamxqM,West Oakland,79
ChIJDxOukArxNIgR5NksBn-2nC4,West Oakland,81
ChIJGQpeNXPzNIgRxDow-rr88Kg,West Oakland,89
ChIJSxQZLJ7zNIgRt0maU__sOYY,West Oakland,79
ChIJ__8_x4DxNIgR5k99DeUY1-w,Central Oakland,81
ChIJLSVQY4fxNIgRMAPUHHWIggE,Central Oakland,79
ChIJjXscMC_yNIgRXcUITF3MvRs,North Oakland,76
ChIJwa8K8MbzNIgRdkBi8pwcpGo,West Oakland,95
ChIJB8suhyjyNIgROsd4vPcFiDU,Oakland,74
ChIJM5JDtenzNIgRsIpiW9_DigU,Strip District,73
ChIJH8xSoIfxNIgRtnPuXCx47ng,Central Oakland,72
ChIJ__8yAyryNIgR_X6MMQ2OPrk,West Oakland,89
ChIJzwS4zTryNIgRGmSRESQtGHo,North Oakland,58
ChIJy9Po4h7yNIgR_nLyDFmCL6g,North Oakland,87
ChIJq7q0zTTyNIgRShTahHUtqyw,Polish Hill,52
ChIJaev7FCnyNIgR7BJTDJPlFOM,North Oakland,89
ChIJyRkoBEHzNIgRtZV4aLqB6xg,West Oakland,79
ChIJjfwiuinyNIgRey6wSiNVUAg,North Oakland,79
ChIJ4xNi4ynyNIgRU6IpTDdsfrM,Central Oakland,81
ChIJYWiRwSnyNIgRRiyWeUcn9FM,Central Oakland,79
ChIJSTQfZCryNIgRJEejULSwP5Y,West Oakland,93
ChIJizXqDxTzNIgRKmZwV7ss8C4,North Oakland,76
ChIJz3BPwSnyNIgRhdkfXHh9mgQ,Central Oakland,80
ChIJow9HHSnyNIgRoRs_E9gDDeQ,North Oakland,86
ChIJKwX1vgLxNIgRgCuBdQYLd24,Central Oakland,81
ChIJC8I6mezzNIgRQ0_54AxTzTE,Squirrel Hill North,22
ChIJNRjc6X_xNIgRhXvV7E7TE-U,West Oakland,81
ChIJTY6wvZTzNIgRSrzuVfOPKcs,North Oakland,57
ChIJRxOXPyTyNIgRjMgvDNxh39A,North Oakland,62
ChIJlfRanibyNIgRcoAza6F4sdI,North Oakland,64
ChIJa9dttZzxNIgRoJ_fjgPe6-s,South Oakland,58
ChIJE8r9NXbxNIgR2_MNy57jGM4,South Side Flats,50
ChIJxelDPHTxNIgRZ7036R6TvgA,South Side Flats,62
ChIJU9n6WoDxNIgRBw0y9nj-lbI,West Oakland,82
ChIJ__9zECL0NIgRqH1N19NUVAk,South Side Flats,51
ChIJw7kWe4fxNIgRNi3MzDaZuAI,Central Oakland,80
ChIJzZey4HHxNIgRf8mSxBOeOng,South Side Flats,112
ChIJKaoVAvvxNIgRxXDV1rIC610,West Oakland,79
ChIJy7yEyYfxNIgRTRR-MtN9sT0,Central Oakland,73
ChIJT42nXW7xNIgRc_TKySMF3x8,South Side Flats,141
ChIJk8C3QG7xNIgRPD3JpUj0Qpw,South Side Flats,132
ChIJP7eXjKXxNIgR2mpwikchvlk,Arlington,12
ChIJbZevISTyNIgRmAk5MgJN5NY,North Oakland,65
ChIJL3ujxP3zNIgR9aqygXcUHAY,Central Lawrenceville,65
ChIJjxs73dfzNIgRJKu3w6JJw-M,Lawrenceville,23
ChIJYYWWt3HzNIgRdbh0dC_GfCA,Lawrenceville,23
ChIJ2yPqm_fyNIgRrX4_XAqLAjw,Lawrenceville,21
ChIJAeVyyVfyNIgRJl5qfH2SbDs,Lawrenceville,27
ChIJZ43akkLzNIgR8d78OnpSbUU,Central Lawrenceville,63
ChIJW0b6r27yNIgRV0KQXfeQCMA,Bloomfield,83
ChIJz3cUGkLyNIgRWLMkcBK2edg,Garfield,77
ChIJRfmwWXvzNIgRLV4SEczR2PU,Central Lawrenceville,67
ChIJqbAgM-LzNIgR9JdYfVlf4w8,Bloomfield,70
ChIJOw-0W3PyNIgREBWiJADqrgk,Shadyside,91
ChIJkYOyh4DtNIgRp0mPbsULPU0,Highland Park,28
ChIJuYpNim7yNIgRgOOuYecW9ag,Garfield,91
ChIJrcryYsvzNIgRekOzasoDnuc,Friendship,73
ChIJexev_mXzNIgRjT3AugIbp88,East Liberty,106
ChIJmyJTe2_zNIgRKBsnWlOKuw4,Garfield,80
ChIJc2i5EkfuNIgRzpOA4y_aYxQ,Larimer,59
ChIJ4-N0iWbzNIgRo3uX-BqAKmc,East Liberty,92
ChIJaZJLQEfyNIgRjqYnaTYeoN0,Bloomfield,79
ChIJAeBK2HzzNIgRM7u_R11SedE,Bloomfield,81
ChIJbz5zt63zNIgRUEkiTNwcn6A,Bloomfield,82
ChIJzSCE0kPyNIgRBzJJwOyniQE,Garfield,74
ChIJSegbAUfyNIgRxWUkXGV0_sM,Bloomfield,79
ChIJU1c6EUfyNIgRg8gKJwQNl4c,Bloomfield,69
ChIJA0IuNUbyNIgRuikoLdVougk,Bloomfield,72
ChIJSbERT0fyNIgRGxDyCmC7sAY,Bloomfield,86
ChIJn862SEfyNIgRVibDFUOQzsI,Bloomfield,85
ChIJm_WKOEfyNIgRQ-5OJMzSLRY,Bloomfield,75
ChIJz3fkUU_yNIgRz8ny6o9Dcos,Bloomfield,87
ChIJLfzKFEfyNIgR6L1Z3Rj0Q2c,Bloomfield,71
ChIJ9Q1kJUTyNIgRuvW9f60WFmI,Bloomfield,70
ChIJifg4qkfyNIgR78eJjin8_cI,Bloomfield,78
ChIJmTdGy0fyNIgRnBcu5zadtoQ,Bloomfield,71
ChIJ3fG3zUPyNIgRU9Xm67yqrSY,Garfield,73
ChIJF27Hp0fyNIgRnZHhBa75CIw,Bloomfield,79
ChIJQft3kaTzNIgRetJTJOLl88g,Bloomfield,84
ChIJqXdRmU3yNIgRTtYlLipakCI,Bloomfield,79
ChIJv80hSkfyNIgRNZnI9Dxc-n4,Bloomfield,85
ChIJkbYAo1jzNIgRxpuolX6I6Dc,Lower Lawrenceville,71
ChIJ7Qm3oEDyNIgRVTUeVHYmEuE,Bloomfield,92
ChIJV9x5pxXyNIgR5rO9GDHxInE,Bloomfield,67
ChIJLQOJMgDyNIgR7G4Ga-wAzg8,Squirrel Hill North,52
ChIJ_06ucs7zNIgRoAhVQhjtRk8,Bloomfield,73
ChIJxW7K-jryNIgRnoy_fq22O7U,North Oakland,60
ChIJD8Ov2h_zNIgRcC-PyQkIVys,North Oakland,57
ChIJ9d9pts7zNIgRT8U7X54jHzw,North Oakland,61
ChIJ68CEWyjzNIgR-x4agZBK-9g,North Oakland,57
ChIJvclwjTryNIgRWg9iEnHdW9w,North Oakland,59
ChIJXVu_qDvyNIgRXfFlNXIhA7A,Bloomfield,69
ChIJh39tef2Gj4AR0rCRdkJDRl4,North Oakland,57
ChIJjcep-TryNIgRNOeLcqAUXp4,North Oakland,60
ChIJf90kgzryNIgRFF3DT6QETbQ,North Oakland,60
ChIJVyjr-TvyNIgR_bA14kixa-0,Bloomfield,75
ChIJ0dtd0E3zNIgRBQOjqm70vHg,North Oakland,59
ChIJv-unHcvzNIgRAes227yxYVI,Shadyside,79
ChIJ4-WUitXzNIgRdsjqRrkobhc,Bloomfield,68
ChIJ-7BxngHzNIgRV0Gtee2KWv8,Bloomfield,93
ChIJcahYNUbyNIgRkh-YFLBrnyk,Bloomfield,82
ChIJiYokHjzyNIgRtnsi_6a_MPk,Bloomfield,76
ChIJb9ShrhHyNIgR5gt3ZnhARJQ,Shadyside,58
ChIJn5pnWB_yNIgR9toCB8xF8gk,Squirrel Hill North,33
ChIJX3bwXRTyNIgRCkbmjnSURuI,Shadyside,70
ChIJiSir5f7xNIgR2sBfHI9HoI8,Squirrel Hill South,58
ChIJjx4DoCbyNIgRa4xgF5MtWX8,North Oakland,65
ChIJhSAtHyTyNIgRDUVWLHZNrmQ,North Oakland,59
ChIJ784vwP7zNIgRbVdQMYJd8MA,North Oakland,81
ChIJFdDEVBjzNIgRzH8p4nOhS7U,North Oakland,59
ChIJgeoC3zPzNIgRQEm9X1cMZTE,North Oakland,73
ChIJd3hRoCbyNIgR_0WAdbtJq5E,North Oakland,64
ChIJM9nnvfXzNIgRswPFCZ3qSQI,North Oakland,88
ChIJayydoqzzNIgRDrjYoB3MSj8,North Oakland,60
ChIJ-7qz81zzNIgRK5B95UI4tk0,North Oakland,65
ChIJ2R-WpibyNIgRtfRjFfy1W7g,North Oakland,63
ChIJ1waLE0zzNIgRpQAnf7nEMdo,Central Oakland,74
ChIJ5VuSdJ7zNIgRmKAAM6I1Rnk,North Oakland,78
ChIJ8T0O8GHzNIgRWEN_D2SXmGo,North Oakland,69
ChIJAcntoSbyNIgRJ_tqs7HosP8,North Oakland,64
ChIJK2J2cOLzNIgRq2PMUDOTQZA,Squirrel Hill North,47
ChIJSchDPYrxNIgRprhtd8o3qXc,Squirrel Hill South,45
ChIJB-1JM6bzNIgRRn6FvCK53_A,North Oakland,63
ChIJHQBwlonxNIgRTOQNz6y-EQ8,Central Oakland,55
ChIJ_x6m61fxNIgROMgm77qPmLA,Central Oakland,70
ChIJm1K7dBzxNIgRFN9OZA3iux4,Central Oakland,70
ChIJyX5l6inyNIgRugEcIEyyBsw,West Oakland,81
ChIJNdDUQ4bxNIgR2pI0nwllfhA,Central Oakland,71
ChIJt1kaeofxNIgRbehlt6g1Vws,Central Oakland,78
ChIJXfP-3KnxNIgRbfS-nbxWS3o,Central Oakland,79
ChIJZ_i-97XxNIgRo3cA0PG1Aqg,Central Oakland,72
ChIJ7-9LLKPxNIgRrpO2_kcg7oY,Central Oakland,72
ChIJsVBcN5PxNIgRqvdo84ea2P8,Greenfield,25
ChIJuVxT6YjxNIgRb0c0GvhIJmU,Greenfield,25
ChIJ-Qt5VYfxNIgRDVs2PgNZEck,West Oakland,79
ChIJv5mJO3TxNIgR2-U7O-0raig,South Side Flats,62
ChIJczcZdHbxNIgR851UGvycI3I,South Side Flats,50
ChIJ3W48jHXxNIgRzYewBlf_lCA,South Side Flats,44
ChIJMZ6aegfxNIgRlG2XPGR2rrY,South Side Flats,51
ChIJFRFbt3bxNIgR0M9SxAMqRzg,South Side Flats,62
ChIJ9-KQqu3xNIgRQjuwNnAw5jE,Greenfield,37
ChIJ9dZ5RtHxNIgRXQx0R-kiUow,Hazelwood,40
ChIJd6RZuLfxNIgRHJT0cLCd33E,Hazelwood,42
ChIJT20LZP_xNIgRfXSxvCBARgI,Squirrel Hill South,56
ChIJwRWXX97xNIgRt99JPMbLo5k,Squirrel Hill South,12
ChIJjUAiVXTuNIgRx_uIV_2oEws,Regent Square,1
ChIJj4vndd7xNIgRMlzZaluZb7Q,Squirrel Hill South,18
ChIJjZks6gbtNIgR3J6z3f6RvZQ,Squirrel Hill North,34
ChIJXRrgsujtNIgRWwtHCcC6TG0,Point Breeze,52
ChIJGW1mL8TtNIgROt0MXN9urkw,Homewood South,93
ChIJneaRNSbtNIgR26Bot7Ibklw,Bakery Square,73
ChIJzWytUezwNIgRofWfXWmeGHs,Carrick,28
ChIJF8gWyH_yNIgR54cOZfU6tXw,Highland Park,30
ChIJxVd0I2ntNIgR0HWArl8uf3s,Highland Park,12
ChIJF2TjvX_yNIgR2rajP8TTCM0,Highland Park,31
ChIJK1hW6YTyNIgRTqozUZYSdHw,Morningside,11
ChIJ3eJzZoTyNIgRFwR6eZysncc,Morningside,15
ChIJg0PTuiLzNIgRZiDiEC0UMCM,Highland Park,31
ChIJzRu8mX_yNIgRIXXPzSRbLMU,Highland Park,31
ChIJl9Idur_tNIgRC4qSnGye370,Highland Park,11
ChIJtT84-2nyNIgRtZthPxJLhFc,Garfield,81
ChIJNS-HZW7yNIgRosFKSl6w4L4,Garfield,110
ChIJzaNUQ2nyNIgRJMi6ohsLTuQ,Garfield,80
ChIJOwT0MkLyNIgRkWGbjvbtOM8,Garfield,74
ChIJY4jK0PfzNIgRWbcs3fOumtI,Bloomfield,81
ChIJib1zoUDyNIgRjs5lzRvptV4,Bloomfield,89
ChIJ17qAEELyNIgRuOAM6Sm8NMs,Garfield,77
ChIJ7-YJEEfyNIgRO0lw1eHhKwM,Bloomfield,81
ChIJGWJzfQTzNIgRpdrWYW3X534,Bloomfield,78
ChIJkSEzAHnzNIgRjZOxPJSd_2w,East Liberty,107
ChIJnetrqnTyNIgR7bt3L49RUTM,Shadyside,89
ChIJ6YWR1gzyNIgRUf4PpzogNBw,Shadyside,97
ChIJ7Z3q5z_yNIgRPjNpFPCbwh8,Bloomfield,92
ChIJSUfZOQ3yNIgRTdo2R99Rk0Y,Shadyside,95
ChIJ4aDOY2ryNIgRcjgyna2jC4s,Bloomfield,85
ChIJ_xbBinPyNIgR5I6bKzW6Xc4,East Liberty,96
ChIJAZBTnjPtNIgRatsp-ZwuOMU,Point Breeze,30
ChIJ_woa_lzzNIgRPKXB29y4pG0,Shadyside,61
ChIJLy7o3xDyNIgR-cB2KQN8G9I,Shadyside,59
ChIJC5P7sxHyNIgR6IoKrVoD-QY,Shadyside,57
ChIJa-FPHBHyNIgRVC5VMamD3vw,Shadyside,59
ChIJK0aB_hDyNIgRZTfaR-B3Ja4,Shadyside,61
ChIJb7SKCr3zNIgRuElCmbxa6BM,Shadyside,57
ChIJwb_5sRHyNIgR3BQjpqxJpxU,Shadyside,60
ChIJn4O9qBHyNIgRc9dX4Aodfz8,Shadyside,59
ChIJ4YqBhhXyNIgR6RZeY4TH8Us,Bloomfield,75
ChIJf1H49KXzNIgR-I5Odjiw84w,Bloomfield,69
ChIJebeZTHLzNIgRyziDyvkn5nQ,Shadyside,61
ChIJp_sbrxHyNIgRJSCP_0F4rSE,Shadyside,60
ChIJQ86AALDzNIgRx3FrHBuHwfQ,Friendship,73
ChIJNfUt57vzNIgR-JxNmrSoOmU,Bloomfield,69
ChIJ5R6OJibzNIgRj7PaeC0EYeE,Shadyside,60
ChIJ9Q-zXVPzNIgRxMq2OYHXA-k,Shadyside,59
ChIJfcIfgRTyNIgRlnaFPGmBSX0,Shadyside,70
ChIJqSoSWE3zNIgRC5ZZW-O1ZRI,Bloomfield,79
ChIJp_sbrxHyNIgRy4d_3ltvJfA,Shadyside,60
ChIJ2YCjHxPyNIgRx9QebVCaHiI,Shadyside,92
ChIJiYlvLxHyNIgR0Zqr20MbZ9Q,Shadyside,60
ChIJV2sb0hDyNIgRUE0eUaaDj6o,Shadyside,62
ChIJZ3KkqdDzNIgRCD7wfJUWqAM,Squirrel Hill North,24
ChIJQ4p9cSzzNIgRUCflMiwYVNQ,Squirrel Hill North,15
ChIJlV4y5yHyNIgRaaYa1zk7vYw,Squirrel Hill North,24
ChIJz3eMvGyKNIgR4IB0zeYZy-M,North Oakland,60
ChIJLxnwlKrzNIgRtueHT9PHFn4,Squirrel Hill North,15
ChIJhQOupibyNIgReBoACHik1Jw,North Oakland,59
ChIJ_ZmkglLyNIgRp90B8NkqLPE,North Oakland,73
ChIJ2Tf5pCnyNIgRyENX85bm4pE,North Oakland,76
ChIJj8asgjHxNIgRF8MtNqy8v8U,Greenfield,37
ChIJffNccebxNIgR9JGg-4HwhFk,Greenfield,40
ChIJLd3F_PzxNIgRDq8xAmHQ18Q,Squirrel Hill South,50
