place_id,name,latitude,longitude,formatted_address,street_number,route,neighborhood,postal_code,curbside_pickup,price_level,rating,user_ratings_total,sun_open,sun_close,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close
ChIJUczDttzzNIgRIVsSTlzSbOQ,Penn Avenue Fish Co,40.4523768,-79.98189889999999,"2208 Penn Ave, Pittsburgh, PA 15222, USA",2208,Penn Avenue,Strip District,15222,,2,4.5,310,1000,1400,0900,1600,0900,1600,0900,1700,0900,1700,0900,2000,0900,2000
ChIJ_VG7C93zNIgR7MsvZAToDto,Little Bangkok in the Strip,40.4507764,-79.9841715,"1906 Penn Ave, Pittsburgh, PA 15222, USA",1906,Penn Avenue,Strip District,15222,,1,4.6,383,,,,,1700,2030,1700,2030,1700,2030,1700,2030,1700,2030
ChIJNepsId3zNIgRQqFF2SGWTQI,Papa J's Twin Plaza,40.4519643,-79.9840432,"2016 Smallman St, Pittsburgh, PA 15222, USA",2016,Smallman Street,Strip District,15222,,,4.5,55,1100,2100,,,,,1200,2100,1200,2100,1100,2300,1100,2300
ChIJZ5ZEkM7zNIgRbD1UL6cJ2m0,El Rincon Oaxaqueño,40.453214,-79.98139499999999,"2315 Penn Ave, Pittsburgh, PA 15222, USA",2315,Penn Avenue,Strip District,15222,,,4.4,9,,,,,,,,,,,,,,
ChIJVfY3m93zNIgRlQH21q_BzX4,Peppi's,40.4501519,-79.98557269999999,"1721 Penn Ave, Pittsburgh, PA 15222, USA",1721,Penn Avenue,Strip District,15222,,1,4.5,471,1100,1600,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1900
ChIJC5mCXMPzNIgRiI9oZz5oGPc,Kelly O's Diner in the Strip,40.453686,-79.981415,"100 24th St, Pittsburgh, PA 15222, USA",100,24th Street,Strip District,15222,True,1,4.6,2162,0700,1400,0600,1400,0600,1400,0600,1400,0600,1400,0600,1400,0600,1400
ChIJP1gKhd3zNIgRnPIt3JMP6Q4,Andy's Sushi Bar,40.4500262,-79.98599109999999,"1711 Penn Ave, Pittsburgh, PA 15222, USA",1711,Penn Avenue,Strip District,15222,,,4.8,184,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700
ChIJ05Zle6vzNIgR5d6-XIDBWbE,The PA Market,40.4508832,-79.9849885,"108 19th St, Pittsburgh, PA 15222, USA",108,19th Street,Strip District,15222,True,2,4.3,282,1100,1700,,,,,1700,2200,1700,2200,1500,0000,1200,0000
ChIJu7QfWMPzNIgRRaou7cEJEUk,Mullaney's Harp & Fiddle,40.4534013,-79.9808322,"2329 Penn Ave, Pittsburgh, PA 15222, USA",2329,Penn Avenue,Strip District,15222,False,2,4.5,564,,,,,1130,0100,1130,0100,1130,0100,1130,0200,1130,0200
ChIJWWTKt9zzNIgRrgG3CUToFPg,S&D Polish Deli,40.4523379,-79.9820065,"2204 Penn Ave, Pittsburgh, PA 15222, USA",2204,Penn Avenue,Strip District,15222,True,1,4.6,978,0900,1500,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700
ChIJnUZLROfzNIgRQV-liGcW3U4,Maiku Vietnamese Pho,40.4490481,-79.98734019999999,"1611 Penn Ave, Pittsburgh, PA 15222, USA",1611,Penn Avenue,Strip District,15222,,1,4.8,390,1100,1800,,,1100,1800,1100,1800,1100,1800,1100,1800,1100,1900
ChIJBfSEzHLzNIgRJoAqEQ80YyI,Aviva Brick Oven in the Strip,40.4496567,-79.98575170000001,"1700 Penn Ave, Pittsburgh, PA 15222, USA",1700,Penn Avenue,Strip District,15222,,,,,,,,,,,,,,,,,,
ChIJOzazI1zxNIgRiZ9pk0xBUKk,Freshëns,40.43802100000001,-79.9904249,"1015 Forbes Ave, Pittsburgh, PA 15219, USA",1015,Forbes Avenue,Uptown,15219,False,,3.5,15,,,1030,1600,1030,1600,1030,1600,1030,1600,1030,1600,,
ChIJ9zVB7l7xNIgRyZZ_5mAAbjU,Burgatory,40.44007699999999,-79.990006,"1001 Fifth Ave, Pittsburgh, PA 15219, USA",1001,Fifth Avenue,Downtown,15219,False,,4.1,242,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1000,2200
ChIJtb0u8NbzNIgReePPnLFXb6s,Abby's Jamaican & American Fusion Cuisine,40.444968,-79.971576,"2408 Reed St, Pittsburgh, PA 15219, USA",2408,Reed Street,Terrace Village,15219,True,,4.4,35,,,,,,,1400,0000,1400,0000,1200,1900,,
ChIJt95YkHPxNIgRxayX-1nNn5I,Al's Fish & Chicken,40.4426204,-79.9810598,"1860 Centre Ave, Pittsburgh, PA 15219, USA",1860,Centre Avenue,Crawford-Roberts,15219,,,4.3,99,1100,2000,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1100,2200
ChIJdcG-um_xNIgRfiBDvgcv6Og,Chan An Restaurant,40.431507,-79.977122,"2013 Wharton St, Pittsburgh, PA 15203, USA",2013,Wharton Street,South Side Flats,15203,,1,3.9,106,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
ChIJ10MJKg33NIgRr3hoZDWnQMI,Secretos,40.4385382,-79.9869775,"1334 Fifth Ave, Pittsburgh, PA 15219, USA",1334,Fifth Avenue,Uptown,15219,,,4.8,255,1300,1900,,,,,1100,1900,1100,1900,1100,1900,1300,1900
ChIJ9-mKyGDxNIgRGih_46RNh0c,The Original Giovanni's Pizza,40.4383872,-79.9848196,"1504 Fifth Ave, Pittsburgh, PA 15219, USA",1504,Fifth Avenue,Uptown,15219,,1,4.2,316,,,0900,0000,0900,0000,0900,0000,0900,0000,0900,0000,2100,0000
ChIJAS82ZknzNIgRwpAOZRJjAzk,Helltown Brewing - Strip District,40.4496567,-79.98575170000001,"1700 Penn Ave, Pittsburgh, PA 15222, USA",1700,Penn Avenue,Strip District,15222,True,,4.4,154,1100,1800,,,,,1600,2200,1600,2200,1100,2300,1100,2300
ChIJP4v3IdHzNIgRtd_UuEQTSjo,Jerry's Pizzeria,40.4481479,-79.97208069999999,"2443 Wylie Ave, Pittsburgh, PA 15219, USA",2443,Wylie Avenue,Middle Hill,15219,,2,4.6,90,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300
ChIJcRE8sXbxNIgRCl1ddzPyiMA,Cucina Vitale,40.4274552,-79.969123,"2516 E Carson St, Pittsburgh, PA 15203, USA",2516,East Carson Street,South Side Flats,15203,False,2,4.8,295,0800,1400,,,1700,2000,1700,2000,1700,2000,1700,2100,1700,2100
ChIJGdtGwnHxNIgRvQ0uCvJ1mdg,Double Wide Grill,40.428513,-79.971327,"2339 E Carson St, Pittsburgh, PA 15203, USA",2339,East Carson Street,South Side Flats,15203,,2,4.1,2395,1000,2030,1130,2030,1130,2030,1130,2030,1130,2030,1130,2130,1000,2130
ChIJ7ZptpnbxNIgRcyXrZDisGg4,The Zenith,40.426803,-79.96897299999999,"86 S 26th St, Pittsburgh, PA 15203, USA",86,South 26th Street,South Side Flats,15203,True,1,4.6,346,1100,1430,,,,,,,1130,1900,1130,1900,1130,1900
ChIJywg6QG7xNIgRIBl4ypC_GHA,Lins Asian Fusion,40.4283957,-79.9768174,"2018 E Carson St, Pittsburgh, PA 15203, USA",2018,East Carson Street,South Side Flats,15203,,1,4.4,458,1200,2130,,,1030,2130,1030,2130,1030,2130,1030,2200,1030,2200
ChIJfUaaHmXxNIgREzmT38FjoRM,Twenty Fifth Street Bar & Grill,40.4274962,-79.9693087,"2512 E Carson St, Pittsburgh, PA 15203, USA",2512,East Carson Street,South Side Flats,15203,False,1,4.4,27,,,,,,,,,1900,0200,1800,0200,1400,0200
ChIJi-9pQW7xNIgRChu2hMipzaA,Mad Noodles,40.4287442,-79.9768972,"2017 E Carson St, Pittsburgh, PA 15203, USA",2017,East Carson Street,South Side Flats,15203,,2,4.1,341,1200,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2230,1200,2230
ChIJac7x_uvxNIgRowRCaqp-Los,Cancilla's Sicillian Kitchen & Pizzeria,40.4283402,-79.9774276,"2002 E Carson St, Pittsburgh, PA 15203, USA",2002,East Carson Street,South Side Flats,15203,True,2,3.8,45,1600,2100,,,1100,2130,1100,2130,1100,2130,1100,2311,1600,2310
ChIJveO2t3bxNIgRR0FnNBRehMo,Wings Over Pittsburgh,40.42784269999999,-79.9690999,"2525 E Carson St, Pittsburgh, PA 15203, USA",2525,East Carson Street,South Side Flats,15203,,2,4,479,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0130,1100,0130
ChIJv90jIHTxNIgRSnlTE4DPXT8,Michael's Pizza Bar,40.4262481,-79.9681952,"2612 Sarah St, Pittsburgh, PA 15203, USA",2612,Sarah Street,South Side Flats,15203,True,1,4.6,410,1200,2000,1200,2200,1200,2200,1200,2200,1200,2200,1200,2200,1200,2200
ChIJz1REkm7xNIgRaCxSYHQ0JeQ,Benny Fierro's,40.428477,-79.9788057,"1906 E Carson St, Pittsburgh, PA 15203, USA",1906,East Carson Street,South Side Flats,15203,,1,4.7,941,1130,0000,1130,0000,1130,0000,1130,0000,1130,0000,1130,0200,1130,0200
ChIJw8e2im7xNIgRIOv06P2gPEw,Ocean Treasures,40.4285211,-79.9780692,"1924 E Carson St, Pittsburgh, PA 15203, USA",1924,East Carson Street,South Side Flats,15203,,2,4.1,94,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2230,1130,2230
ChIJVV4HnqLxNIgRxbPYfPin_Wo,Mi Empanada,40.4693291,-79.9612259,"4034 Butler St, Pittsburgh, PA 15201, USA",4034,Butler Street,Central Lawrenceville,15201,,1,4.5,147,1100,1900,,,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000
ChIJ9b8gGVLyNIgRZyoRQ5by93c,Banh Mi & Ti,40.4721806,-79.95904999999999,"4502 Butler St, Pittsburgh, PA 15201, USA",4502,Butler Street,Central Lawrenceville,15201,False,1,4.8,575,1100,1700,,,1100,1800,1100,1800,1100,1800,1100,1800,1100,1800
ChIJE8F5jc3zNIgRv9cjRb4OUzA,Nanban,40.4717953,-79.9598164,"4407 Butler St, Pittsburgh, PA 15201, USA",4407,Butler Street,Central Lawrenceville,15201,False,1,4.3,303,,,1200,2100,1200,2100,1200,2100,1200,2100,1200,2200,1200,2200
ChIJVbQic9zzNIgRmEsQQXRvNm0,Mezcal Mexican Cantina,40.47010760000001,-79.96096770000001,"4123 Butler St, Pittsburgh, PA 15201, USA",4123,Butler Street,Central Lawrenceville,15201,False,,5,12,,,1500,2200,1500,2200,1500,2200,1500,2200,1200,0000,1200,0000
ChIJqxndwrHzNIgRUt455T2q_bE,Walter's BBQ Southern Kitchen,40.47254460000001,-79.9593943,"4501 Butler St, Pittsburgh, PA 15201, USA",4501,Butler Street,Central Lawrenceville,15201,True,2,4.1,1240,1100,2100,1100,2100,,,1100,2200,1100,2200,1100,0200,1100,0200
ChIJhbb-m03yNIgRUsWJ-htXSRY,Merchant Oyster Co.,40.4702203,-79.9607968,"4129 Butler St, Pittsburgh, PA 15201, USA",4129,Butler Street,Central Lawrenceville,15201,,2,4.5,424,1100,1600,,,,,1600,2100,1600,2100,1600,2200,1200,2300
ChIJi32qHBHyNIgRxPtrUFhiLBc,William Penn Tavern,40.4669023,-79.9639902,"3810 Butler St, Pittsburgh, PA 15201, USA",3810,Butler Street,Lower Lawrenceville,15201,True,1,4.4,525,1100,2300,1100,2300,1100,2300,1100,2300,1100,0200,1100,0200,1100,0200
ChIJv3LUorTzNIgRvwY5DAgTA1s,Driftwood Oven,40.4658753,-79.9651332,"3615 Butler St, Pittsburgh, PA 15201, USA",3615,Butler Street,Lower Lawrenceville,15201,False,2,4.7,623,0900,2100,,,,,1200,2100,1200,2100,1200,2100,0900,2100
ChIJ9w2zjBDzNIgRW-TDzTHGVVg,Thai Table & Kitchen,40.4665424,-79.95390499999999,"472 44th St, Pittsburgh, PA 15201, USA",472,44th Street,Central Lawrenceville,15201,False,,4.8,101,1100,2130,,,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130
ChIJ_QYsGFLyNIgRZy6AxOT0gq8,V3 Flatbread Pizza,40.472121,-79.9590329,"4500 Butler St, Pittsburgh, PA 15201, USA",4500,Butler Street,Central Lawrenceville,15201,,1,4.5,407,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2300,1100,2300
ChIJb51c3NPzNIgRyc9mwNxQT8s,Black Sheep Barbecue,40.4694799,-79.96174730000001,"4023 Butler St, Pittsburgh, PA 15201, USA",4023,Butler Street,Central Lawrenceville,15201,,,,,,,,,,,,,,,1700,2100,1600,2100
ChIJfdbjNknyNIgRfLIY5-dxlQQ,Fazio's Pizza,40.46527080000001,-79.95683509999999,"4028 Penn Ave, Pittsburgh, PA 15224, USA",4028,Penn Avenue,Bloomfield,15224,False,1,4.6,346,1200,1900,,,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200
ChIJ66LSFVLyNIgRtZXizJSCCGk,New Amsterdam,40.472149,-79.95953,"4421 Butler St, Pittsburgh, PA 15201, USA",4421,Butler Street,Central Lawrenceville,15201,False,2,4.1,689,1200,0000,1600,0000,,,1600,0000,1600,0200,1600,0200,1200,0200
ChIJzV7wK0nyNIgRgtFZ1GerHV0,Tram's Kitchen,40.46540299999999,-79.955962,"4050 Penn Ave, Pittsburgh, PA 15224, USA",4050,Penn Avenue,Bloomfield,15224,,1,4.6,519,1100,2100,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
ChIJTdlGrlzzNIgRIQf1pxrBMXc,Over Eden,40.469456,-79.9629301,"177 40th St, Pittsburgh, PA 15201, USA",177,40th Street,Central Lawrenceville,15201,False,,4.1,248,,,,,1630,2300,1630,2300,1630,2300,1630,2300,1630,2300
ChIJoacKHk3yNIgRuTyIvX6tIHY,Wendy's,40.469128,-79.96232359999999,"4001 Butler St, Pittsburgh, PA 15201, USA",4001,Butler Street,Central Lawrenceville,15201,False,1,3,1674,0630,0100,0630,0100,0630,0100,0630,0100,0630,0100,0630,0100,0630,0100
ChIJrzelqffzNIgRnDkl4GRkyd8,Brick Shop,40.46934479999999,-79.9628448,"177 40th St, Pittsburgh, PA 15201, USA",177,40th Street,Central Lawrenceville,15201,False,,4.3,35,1700,2200,1630,2200,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200
ChIJV4HpDlLyNIgRnw3FBi-owp4,The Parlor Dim Sum,40.4716799,-79.9598796,"4401 Butler St, Pittsburgh, PA 15201, USA",4401,Butler Street,Central Lawrenceville,15201,,2,4.3,57,,,,,1700,2200,1700,2200,1700,2200,1700,2300,1700,2300
ChIJ4at4NE_yNIgRDPjJG9F_BQQ,Los Cabos Mexican Restaurant,40.465667,-79.95455,"4110 Penn Ave, Pittsburgh, PA 15224, USA",4110,Penn Avenue,Bloomfield,15224,,1,4.3,386,1000,1900,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
ChIJacdcMk_yNIgRdHtaOoDoiSk,Graziano's Pizzeria,40.465884,-79.9548725,"4109 Penn Ave, Pittsburgh, PA 15224, USA",4109,Penn Avenue,Central Lawrenceville,15224,True,1,4.3,235,1100,2100,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,,
ChIJl93RPCLzNIgRTN1yoqz3FJc,Black Lotus Pizza,40.4657139,-79.9555769,"4065 Penn Ave, Pittsburgh, PA 15224, USA",4065,Penn Avenue,Central Lawrenceville,15224,True,1,4.5,119,1500,2100,,,1200,2200,1200,2200,1200,2200,1200,2200,1200,2200
ChIJbyBaslfyNIgRHs3um_NSygY,Remedy,40.4789968,-79.95553439999999,"5121 Butler St, Pittsburgh, PA 15201, USA",5121,Butler Street,Lawrenceville,15201,False,1,4.1,221,1600,0200,1600,0200,1500,0200,1500,0200,1500,0200,1600,0200,1500,0200
ChIJ9RuVqkfyNIgRkMqRFmij0AE,Lot 17,40.462472,-79.950266,"4617 Liberty Ave, Pittsburgh, PA 15224, USA",4617,Liberty Avenue,Bloomfield,15224,,2,4.5,656,1130,0000,1100,0200,1100,0200,1100,0200,1100,0200,1100,0200,1130,0200
ChIJByWbqoDzNIgRIYQGeZ3DGHU,Pizza Lupo,40.479054,-79.95548099999999,"5123 Butler St, Pittsburgh, PA 15201, USA",5123,Butler Street,Lawrenceville,15201,True,1,4.8,122,,,,,1600,2100,1600,2100,1600,2100,1600,2100,1600,2100
ChIJ157INUbyNIgRIdYcEKwlsxk,Thai Gourmet,40.463207,-79.95149800000002,"4505 Liberty Ave, Pittsburgh, PA 15224, USA",4505,Liberty Avenue,Bloomfield,15224,,1,4.7,428,1600,2030,1600,2030,,,1600,2030,1600,2030,1600,2100,1600,2100
ChIJk8LxzX_zNIgROyn2KZl4J24,Zen Asian Diner,40.4783482,-79.9554342,"5100 Butler St, Pittsburgh, PA 15201, USA",5100,Butler Street,Lawrenceville,15201,False,2,4,48,1145,2120,1045,2120,,,1045,2120,1045,2120,1045,2220,1045,2220
ChIJXxJOonLzNIgRLoWk4qqp7D8,convive coffee roastery,40.4692938,-79.9613086,"4032 Butler St, Pittsburgh, PA 15201, USA",4032,Butler Street,Central Lawrenceville,15201,,,4.7,93,0800,1500,0630,1700,0630,1700,0630,1700,0630,1700,0630,1700,0800,1700
ChIJtwdryN_zNIgR9QxZXCx3HHw,Inkwell Coffee Shop,40.47209170000001,-79.9596583,"4419 Butler St, Pittsburgh, PA 15201, USA",4419,Butler Street,Central Lawrenceville,15201,,,4.6,88,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700
ChIJ6RYU1U7yNIgRW5lPuLNmkNQ,Constellation Coffee,40.4657597,-79.95576009999999,"4059 Penn Ave, Pittsburgh, PA 15224, USA",4059,Penn Avenue,Central Lawrenceville,15224,False,1,4.6,346,0800,1400,,,0800,1400,0800,1400,0800,1400,0800,1400,0800,1400
ChIJB0uhKaHzNIgRFQoE7SpNQZA,Field Day,40.4663567,-79.9644287,"3706 Butler St, Pittsburgh, PA 15201, USA",3706,Butler Street,Lower Lawrenceville,15201,,,4.9,34,0900,1500,0800,1600,0800,1600,0800,1600,0800,1600,0800,1600,0900,1500
ChIJfSLmpRfzNIgRuTB2LzQlRs0,Oliver's Donuts,40.4698416,-79.9606687,"4112 Butler St, Pittsburgh, PA 15201, USA",4112,Butler Street,Central Lawrenceville,15201,,,4.2,80,0800,1700,,,,,0730,1900,0730,1900,0730,1900,0800,1900
ChIJLwtmuhHyNIgReiO08BCqkNI,Jitters Cafe,40.4517929,-79.93234869999999,"5541 Walnut St, Pittsburgh, PA 15232, USA",5541,Walnut Street,Shadyside,15232,False,1,4.7,182,0600,1800,0600,1800,0600,1800,0600,1800,0600,1800,0600,1800,0600,1800
ChIJBYF_qoDxNIgRoaFKe3aGAUU,Redhawk Coffee,40.4407077,-79.9586246,"120 Meyran Ave, Pittsburgh, PA 15213, USA",120,Meyran Avenue,West Oakland,15213,False,1,4.7,468,0900,1600,0700,1800,0700,1800,0700,1800,0700,1800,0700,1800,0800,1600
ChIJfRdWuTDzNIgRW8di8Tv5olc,Centred Coffee & Wellness,40.4559481,-79.93812199999999,"5408 Centre Ave, Pittsburgh, PA 15232, USA",5408,Centre Avenue,Shadyside,15232,False,,4.8,62,0800,1600,0700,1800,0700,1800,0700,1800,0700,1800,0700,1800,0800,1600
ChIJOTAqXE_yNIgRyx9s6-XdtQM,Starbucks,40.4664061,-79.95320339999999,"4401 Penn Ave, Pittsburgh, PA 15224, USA",4401,Penn Avenue,Central Lawrenceville,15224,,2,3.8,49,0730,1500,0500,2100,0500,2100,0500,2100,0500,2100,0500,2100,0730,1500
ChIJ8_YI2yrzNIgRcfvIx_LhAQQ,Ka-Fair coffee and cakery,40.4855657,-79.9254557,"1806 Chislett St, Pittsburgh, PA 15206, USA",1806,Chislett Street,Morningside,15206,,,4.7,137,0800,1500,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500,0800,1500
ChIJ6xQhKULyNIgRH96iN5Qnnxw,Bantha Tea Bar,40.4650012,-79.9439223,"5002 Penn Ave, Pittsburgh, PA 15224, USA",5002,Penn Avenue,Bloomfield,15224,,1,4.8,216,1100,1900,1200,1900,1200,1900,1200,1900,1200,1900,1200,1900,1100,1900
ChIJPSw-jertNIgRgG-xMXHio4w,Everyday Cafe,40.45325010000001,-79.8981302,"532 N Homewood Ave, Pittsburgh, PA 15208, USA",532,North Homewood Avenue,Homewood South,15208,,1,4.7,305,,,0700,1600,0700,1600,0700,1600,0700,1600,0700,1600,0700,1600
ChIJp6r2KhLzNIgR39o6aPGr5ec,Burrito Bowl,40.4440416,-79.9618508,"3719 Terrace St University of Pittsburgh Tower, Pittsburgh, PA 15213, USA",,,North Oakland,15213,,,1,2,,,,,,,,,,,,,,
ChIJiwd0_inyNIgRNEnkdvQOwvw,Hello Bistro,40.4409867,-79.9583561,"3605 Forbes Ave, Pittsburgh, PA 15213, USA",3605,Forbes Avenue,West Oakland,15213,False,1,4,636,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100
ChIJw-xxVofxNIgRPoR9kR0qQaU,Piada Italian Street Food,40.4405492,-79.9580649,"3600 Forbes Ave, Pittsburgh, PA 15213, USA",3600,Forbes Avenue,Central Oakland,15213,True,1,4.3,1306,1045,2200,1045,2200,1045,2200,1045,2200,1045,2200,1045,2200,1045,2200
ChIJP6hIlSnyNIgRRIKYd7itnC0,Chick-n Grille,40.44187600000001,-79.957109,"121 Oakland Ave, Pittsburgh, PA 15213, USA",121,Oakland Avenue,West Oakland,15213,,1,4.3,151,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
ChIJA16Qmy3zNIgR0tie1DsJWr8,Jolina's 2,40.4411347,-79.959144,"3524 Fifth Ave, Pittsburgh, PA 15213, USA",3524,Fifth Avenue,West Oakland,15213,,1,4.9,21,,,1100,1630,1100,1630,1100,1630,1100,1630,1100,1630,,
ChIJuY1kwinyNIgRXavpCzppwNk,Stack'd Oakland,40.44132529999999,-79.9568899,"3716 Forbes Ave, Pittsburgh, PA 15213, USA",3716,Forbes Avenue,Central Oakland,15213,,2,4.3,1360,1100,0000,1200,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000
ChIJ3Ta93CnyNIgR76BIIq9wi00,Fuel and Fuddle,40.441154,-79.956672,"212 Oakland Ave, Pittsburgh, PA 15213, USA",212,Oakland Avenue,Central Oakland,15213,False,2,4.4,1620,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000
ChIJNVEpiefzNIgRTduxmt_kOCo,CHiKN,40.44131340000001,-79.9570957,"3712 Forbes Ave, Pittsburgh, PA 15213, USA",3712,Forbes Avenue,Central Oakland,15213,,2,4.4,819,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
ChIJi06JU9PzNIgRWcHN_LT8uAE,Moe's Southwest Grill,40.441514,-79.958399,"3616 Fifth Ave, Pittsburgh, PA 15213, USA",3616,Fifth Avenue,West Oakland,15213,,1,4.5,67,1100,1800,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,1800
ChIJAcDfbGvzNIgRyx-DeVLDdY8,Roots Natural Kitchen,40.44076769999999,-79.9578317,"3610 Forbes Ave, Pittsburgh, PA 15213, USA",3610,Forbes Avenue,Central Oakland,15213,,1,4.7,412,1100,2130,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,1100,2130
ChIJ-1R-5SnyNIgRKb70_DsecYU,Pamela's Diner,40.4412741,-79.9575778,"3703 Forbes Ave, Pittsburgh, PA 15213, USA",3703,Forbes Avenue,West Oakland,15213,,1,4.5,1298,0800,1400,0800,1400,,,,,0800,1400,0800,1400,0800,1400
ChIJ-0vjBabzNIgRzOvXp_ZUqoU,Viva Los Tacos,40.4421046,-79.9564596,"3901 Forbes Ave, Pittsburgh, PA 15213, USA",3901,Forbes Avenue,North Oakland,15213,,,3.6,147,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000
ChIJHf2pVZTxNIgR4QKTat1XtxI,The Colombian Spot,40.4405895,-79.9585243,"3533 Forbes Ave, Pittsburgh, PA 15203, USA",3533,Forbes Avenue,West Oakland,15203,,,4.6,69,0900,2100,0800,2200,0800,2200,0800,2200,0800,2200,0800,2200,0900,2200
ChIJCwnMDlPzNIgRRHEeV5sDmA4,Baby Loves Tacos Thunderdome,40.4407672,-79.9587973,"116 Meyran Ave, Pittsburgh, PA 15213, USA",116,Meyran Avenue,West Oakland,15213,,,4.9,21,,,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,,
ChIJn-bH7inyNIgRFEdw1AiECjY,Forbes Gyro,40.4414183,-79.9573625,"3715 Forbes Ave, Pittsburgh, PA 15213, USA",3715,Forbes Avenue,West Oakland,15213,True,1,4.1,586,1400,0100,1100,0100,1100,0100,1100,0100,1100,0300,1100,0300,1400,0300
ChIJmyZSvCnyNIgRudsdwbZLMDw,Five Guys,40.442255,-79.956713,"117 S Bouquet St, Pittsburgh, PA 15213, USA",117,South Bouquet Street,North Oakland,15213,False,2,4.3,1119,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
ChIJb4-q6inyNIgR-w9Vd5a_dpg,Szechuan Express,40.4417953,-79.95708479999999,"125 Oakland Ave, Pittsburgh, PA 15213, USA",125,Oakland Avenue,West Oakland,15213,,1,4.3,459,,,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200
ChIJdU1TE_LzNIgRcLiw01-pwh8,Mario's Oakland Saloon,40.44173809999999,-79.9574545,"116 Oakland Ave, Pittsburgh, PA 15213, USA",116,Oakland Avenue,West Oakland,15213,False,,4,187,,,,,1630,0200,1630,0200,1100,0200,1100,0200,1100,0200
ChIJqSCdRijzNIgRVC0pUVzkL3Q,Gyro Guys,40.4439509,-79.9602689,"3811 O'Hara St, Pittsburgh, PA 15213, USA",3811,O'Hara Street,North Oakland,15213,True,,5,4,,,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,,
ChIJtQ_i3inyNIgRFnjm8Qyamig,Pizza Romano,40.44067139999999,-79.95696819999999,"219 Atwood St, Pittsburgh, PA 15213, USA",219,Atwood Street,Central Oakland,15213,True,1,3.6,385,1800,0400,1800,0400,1800,0400,1800,0400,1800,0400,1800,0400,1800,0400
ChIJnYeF6ynyNIgRpvE8GG_enX0,Sushi ATARASHI,40.44170870000001,-79.9573391,"120 Oakland Ave, Pittsburgh, PA 15213, USA",120,Oakland Avenue,West Oakland,15213,False,1,4.4,527,1100,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1100,2100
ChIJMRkulSnyNIgRFX20W4CdRes,Oishii Bento,40.44188990000001,-79.95715450000002,"119 Oakland Ave, Pittsburgh, PA 15213, USA",119,Oakland Avenue,West Oakland,15213,,1,4.5,658,,,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1100,2100
ChIJLQyxHSryNIgRvsaMdRFuWsc,Prince of India Restaurant,40.4415109,-79.9585431,"3614 Fifth Ave, Pittsburgh, PA 15213, USA",3614,Fifth Avenue,West Oakland,15213,,1,4,527,1630,2130,1630,2130,1630,2130,1630,2130,1630,2130,1630,2130,1630,2130
ChIJJ60ZlSnyNIgRFu7xM8GVStE,Chick'n Bubbly,40.4419107,-79.9572103,"117 Oakland Ave, Pittsburgh, PA 15213, USA",117,Oakland Avenue,West Oakland,15213,,2,4.5,310,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
