place_id,name,latitude,longitude,formatted_address,street_number,route,neighborhood,postal_code,curbside_pickup,price_level,rating,user_ratings_total,sun_open,sun_close,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close
ChIJ2RRre0vxNIgRuxbJ4vUVihI,Coughlin's Law Kitchen and Ale House,40.4293283,-80.0066342,"10 Virginia Ave, Pittsburgh, PA 15211, USA",10,Virginia Avenue,Mount Washington,15211,True,2,4.4,866,1000,2300,1600,2300,1600,2300,1600,2300,1600,0000,1600,0100,1000,0100
ChIJlSvOwErxNIgR5OhwkzwKGwk,Hot Rod Cafe,40.4261689,-80.0077001,"205 Boggs Ave, Pittsburgh, PA 15211, USA",205,Boggs Avenue,Mount Washington,15211,False,,4.3,26,1200,0200,1100,0200,1100,0200,1100,0200,1100,0200,1100,0200,1200,0200
ChIJPy82mmztNIgR7tCHRZTuVnc,Joe Cestone's Pizzeria,40.4307746,-80.0095979,"200 Virginia Ave, Pittsburgh, PA 15211, USA",200,Virginia Avenue,Mount Washington,15211,,1,4.6,329,1200,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1200,2100
ChIJE59EiL_xNIgRXf3_akS30ws,Slider Vibes,40.4412157,-80.0028095,"22 Market Square, Pittsburgh, PA 15222, USA",22,Market Square,Downtown,15222,True,,4.3,144,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,0100,1100,0100
ChIJfc_Zu1bxNIgROLsTbfhJid0,Pizzaiolo Primo,40.44029159999999,-80.00214849999999,"8 Market Square, Pittsburgh, PA 15222, USA",8,Market Square,Downtown,15222,True,3,4.3,659,1100,2100,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
ChIJsZZF2lbxNIgRpdJqZpHqous,Hello Bistro,40.4400451,-80.0010302,"292 Forbes Ave, Pittsburgh, PA 15222, USA",292,Forbes Avenue,Downtown,15222,False,2,4,556,,,1030,1800,1030,1800,1030,1800,1030,1800,1030,1800,,
ChIJSwaAUkrxNIgROMtq9x4yXuI,Fox's Pizza Den,40.42692660000001,-80.0053046,"6 Bailey Ave, Pittsburgh, PA 15211, USA",6,Bailey Avenue,Mount Washington,15211,,1,4,171,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130,1100,2230,1100,2230
ChIJsbm8TObxNIgRwXwg-ldV4Hg,Eggs & Moore on the Mount,40.43003,-80.0072239,"221 Shiloh St, Pittsburgh, PA 15211, USA",221,Shiloh Street,Mount Washington,15211,,,4.7,6,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500
ChIJCUPo71PxNIgRAtgoTa99NOA,Sanremo's Pizza & Bar,40.4382756,-80.0040685,"10 Market St, Pittsburgh, PA 15222, USA",10,Market Street,Downtown,15222,True,1,4.5,82,,,1100,1900,1100,1900,1100,1900,1100,1900,1100,1900,,
ChIJCUPo71PxNIgR0DN7_HDvu2o,Genoa Pizza & Bar,40.438928,-80.003948,"111 Market St, Pittsburgh, PA 15222, USA",111,Market Street,Downtown,15222,True,1,4.1,744,1100,0200,1000,0200,1000,0200,1000,0200,1000,0200,1000,0200,1100,0200
ChIJBbsKoFbxNIgRfZy_c4Gysew,City Works (Market Square - Pittsburgh),40.440575,-80.00325450000001,"2 PPG Place, Pittsburgh, PA 15222, USA",2,PPG Place,Downtown,15222,,2,4.2,2672,1000,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0100,1000,0100
ChIJO1CPWlHxNIgRyejwmfRjHB4,Ruth's Chris Steak House,40.43945060000001,-80.00365699999999,"Six PPG Place, Pittsburgh, PA 15222, USA",,,Downtown,15222,,4,4.5,1023,1700,2100,1700,2100,1700,2100,1700,2100,1700,2100,1700,2200,1700,2200
ChIJsW0CpVbxNIgRtyWHiG9FaQU,Primanti Bros. Restaurant and Bar Market Square,40.4402607,-80.0026263,"2 Market Square, Pittsburgh, PA 15222, USA",2,Market Square,Downtown,15222,True,1,4.3,3561,1030,2300,1030,2300,1030,2300,1030,2300,1030,0000,1030,0100,1030,0100
ChIJUwZBnrbxNIgRwazqpmcSdnQ,The Market Exchange,40.44117299999999,-80.0030304,"24 Market Square, Pittsburgh, PA 15222, USA",24,Market Square,Downtown,15222,False,,4.3,109,1000,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1000,0000
ChIJj8FQr1bxNIgRMi2X2oGQ9pY,Five Guys,40.4401286,-80.00268179999999,"3, PPG Place, Pittsburgh, PA 15222, USA",,,Downtown,15222,False,2,4.3,984,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
ChIJXXutnFbxNIgR7UUU81s_VKg,The Yard,40.4412646,-80.0027879,"100 Fifth Ave, Pittsburgh, PA 15222, USA",100,Fifth Avenue,Downtown,15222,,2,4.3,1219,1000,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,0000,1000,0000
ChIJgW-aDwvxNIgReJCD03Fe2LI,Emerson's,40.4412024,-80.0024625,"435 Market St 2nd Floor, Pittsburgh, PA 15222, USA",435,Market Street,Downtown,15222,False,,4.1,44,,,,,,,1700,2300,1700,2300,1700,2300,1700,2300
ChIJHct_wFbxNIgRaO_h4WbplGk,Moe's Southwest Grill,40.4403928,-80.0020681,"210 Forbes Ave, Pittsburgh, PA 15222, USA",210,Forbes Avenue,Downtown,15222,,1,4.2,623,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000
ChIJKYXik1bxNIgRbgJ_mtNfjoM,No. 1 Sushi Sushi,40.441144,-80.0021479,"436 Market St, Pittsburgh, PA 15222, USA",436,Market Street,Downtown,15222,False,,4.6,398,,,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,1900
ChIJofJwzFbxNIgRC57bGvzRYKE,The Rebel Room,40.43959839999999,-80.0014058,"405 Wood St, Pittsburgh, PA 15222, USA",405,Wood Street,Downtown,15222,False,,4.3,32,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300
ChIJN-VSlFbxNIgR40s5WO41qgw,Original Oyster House,40.44096,-80.00201,"20 Market Square, Pittsburgh, PA 15222, USA",20,Market Square,Downtown,15222,,1,3.9,656,,,,,,,1100,1900,1100,1900,1100,1900,1200,2000
ChIJlww-71bxNIgRztXdqne3Q6s,Vallozzi's Pittsburgh,40.440985,-80.0016022,"220 Fifth Ave, Pittsburgh, PA 15222, USA",220,Fifth Avenue,Downtown,15222,,2,4.3,446,,,,,1700,2100,1700,2100,1700,2100,1700,2200,1700,2200
ChIJi3bz5VrxNIgRkavQ5Zu528M,Gasoline Street Coffee Company.,40.43554779999999,-79.9954458,"643 First Avenue, Pittsburgh, PA 15219, USA",643,First Avenue,Downtown,15219,,1,4.8,265,,,0700,1400,0700,1400,0700,1400,0700,1400,0700,1400,0900,1500
ChIJ09FFvEzxNIgRcfAZqB7fJQQ,The Summit,40.4307527,-80.0075324,"200 Shiloh St, Pittsburgh, PA 15211, USA",200,Shiloh Street,Mount Washington,15211,False,2,4.7,478,1400,1900,1700,2200,1700,2200,1700,2200,1700,2200,1700,0000,1700,0000
ChIJB5KDhyP3NIgRGNuBqbSdhzA,B & J Bar & Grille,40.39903839999999,-80.0255054,"2506 W Liberty Ave, Pittsburgh, PA 15226, USA",2506,West Liberty Avenue,Beechview,15226,False,1,4.1,387,1600,0200,1600,0200,1600,0200,1600,0200,1600,0200,1600,0200,1600,0200
ChIJbxpRjNP2NIgRtmdSg1GSF3U,Subway,40.4109992,-80.0125656,"1347 W Liberty Ave, Pittsburgh, PA 15216, USA",1347,West Liberty Avenue,Brookline,15216,True,1,3.2,81,1000,1900,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,1000,2000
ChIJr52bIdfwNIgROKgSIYc0acs,Fellini,40.4000418,-80.0000931,"Pittsburgh, PA 15210, USA",,,Carrick,15210,,,,,1200,2100,1200,2100,1200,2100,1200,2100,1200,2100,1200,2100,1200,2100
ChIJ9X4UwTr3NIgRvcIUkP2SQ6Q,Las Palmas Pittsburgh #1,40.3946018,-80.02171849999999,"700 Brookline Blvd, Pittsburgh, PA 15226, USA",700,Brookline Boulevard,Brookline,15226,,,4.5,1320,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100
ChIJ23afgCP3NIgR7bEKy2YjJJY,McDonald's,40.3987796,-80.026439,"2518 W Liberty Ave, Pittsburgh, PA 15226, USA",2518,West Liberty Avenue,Beechview,15226,True,1,3.1,1958,0600,2100,0600,2100,0600,2100,0600,2100,0600,2100,0600,2100,0600,2100
ChIJhxspC8bwNIgROEnnc8MsGvs,Frank & Shirley's Restaurant,40.3886372,-79.9966371,"2209 Saw Mill Run Blvd, Pittsburgh, PA 15210, USA",2209,Saw Mill Run Boulevard,Carrick,15210,,1,4.4,837,0700,1600,0530,1900,0530,1900,0530,1900,0530,1900,0530,1900,0530,1900
ChIJY4oV6DjxNIgRmaNZyV7lqY8,Alla Famiglia,40.421621,-79.993438,"804 E Warrington Ave, Pittsburgh, PA 15210, USA",804,East Warrington Avenue,Allentown,15210,,4,4.7,933,,,1630,2200,1630,2200,1630,2200,1630,2200,1630,2330,1630,2330
ChIJR1p9kFbyNIgRDZ210Bg9nvk,Stinky's Bar & Grill,40.47767199999999,-79.95772199999999,"4901 Hatfield St, Pittsburgh, PA 15201, USA",4901,Hatfield Street,Central Lawrenceville,15201,True,1,4.5,627,1200,2100,1100,0000,1100,0000,1100,0000,1100,0000,1100,0200,1200,0200
ChIJV79ZZlHyNIgRA3nFHpLybEU,Barb's Corner Kitchen,40.47450509999999,-79.95791779999999,"4711 Butler St, Pittsburgh, PA 15201, USA",4711,Butler Street,Central Lawrenceville,15201,False,1,4.2,503,0700,1400,0700,1400,0700,1400,0700,1400,0700,1400,0700,1400,0700,1400
ChIJDxKskE3yNIgRZVoDJ9pI2OE,Dijlah Restaurant and cafe,40.4701807,-79.9605352,"4130 Butler St, Pittsburgh, PA 15201, USA",4130,Butler Street,Central Lawrenceville,15201,,1,4.3,546,1330,0100,,,1630,0100,1630,0100,1630,0100,1700,0200,1330,0200
ChIJ1a5WTUbyNIgRjZqErFhIgMQ,Tessaro's American Bar & Hardwood Grill,40.4627075,-79.9507294,"4601 Liberty Ave, Pittsburgh, PA 15224, USA",4601,Liberty Avenue,Bloomfield,15224,True,2,4.5,1407,1600,2200,,,,,1600,2200,1600,2200,1600,2200,1600,2200
ChIJrYigp_fyNIgRIWG-ie1s0kI,Caffè d'Amore Coffeeshop,40.48221599999999,-79.9519928,"5308 Butler St, Pittsburgh, PA 15223, USA",5308,Butler Street,Lawrenceville,15223,,1,4.7,243,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1700
ChIJFWbwNU_yNIgRFCEuSZi60Es,Caffé Mona La Bistro,40.46567799999999,-79.9542656,"4200 Penn Ave, Pittsburgh, PA 15224, USA",4200,Penn Avenue,Bloomfield,15224,True,2,4.5,793,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500,0700,1500
ChIJTQPE-rTzNIgRoMiCLq3FCBs,Poulet Bleu,40.46446109999999,-79.9662638,"3517 Butler St, Pittsburgh, PA 15201, USA",3517,Butler Street,Lower Lawrenceville,15201,,3,4.7,441,,,,,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200
ChIJUWs5GN3zNIgRPZqcckSz0q4,Kaya,40.4516354,-79.9844294,"2000 Smallman St, Pittsburgh, PA 15222, USA",2000,Smallman Street,Strip District,15222,,2,4.5,1487,1100,2100,1600,2100,1600,2100,1600,2100,1600,2100,1100,2200,1100,2200
ChIJBz2zA7XzNIgRZbcBa1o8x_c,Senti Restaurant,40.4639104,-79.9666768,"3473 Butler St, Pittsburgh, PA 15201, USA",3473,Butler Street,Lower Lawrenceville,15201,True,2,4.6,347,,,,,1700,2100,1700,2100,1700,2100,1700,2200,1700,2200
ChIJ8zAcVLPzNIgRhsHbKaVgfnM,Round Corner Cantina,40.466703,-79.964259,"3720 Butler St, Pittsburgh, PA 15201, USA",3720,Butler Street,Lower Lawrenceville,15201,,2,4.3,899,1500,2200,1700,2300,1700,2300,1700,2300,1700,2300,1700,0000,1500,0000
ChIJbTN0U7PzNIgRbg-WVM1LlSU,Umami,40.4666498,-79.9642252,"202 38th St, Pittsburgh, PA 15201, USA",202,38th Street,Lower Lawrenceville,15201,False,2,4.7,795,,,,,1700,2200,1700,2200,1700,2200,1700,0000,1700,0000
ChIJdfRhi03yNIgRi_2aR5XCEWU,The Vandal,40.4708202,-79.960028,"4306 Butler St, Pittsburgh, PA 15201, USA",4306,Butler Street,Central Lawrenceville,15201,,2,4.5,362,1700,2100,,,,,1700,2100,1700,2100,1700,2200,1700,2200
ChIJOYR7bvrzNIgRU3s9yPaP8Pg,Bistro To Go,40.4532514,-80.0010574,"415 E Ohio St, Pittsburgh, PA 15212, USA",415,East Ohio Street,East Allegheny,15212,True,2,4.8,244,,,,,0800,1500,0800,1500,0800,1500,0800,1500,,
ChIJ0axKmvfzNIgRdOPqQczWrDs,Badamo’s Pizza - Northside,40.4558354,-80.00650329999999,"1106 Federal St, Pittsburgh, PA 15212, USA",1106,Federal Street,Central Northside,15212,,1,4.5,500,1500,2000,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
ChIJg3MvBfvzNIgRBRpa3nA5RfY,Giant Eagle Prepared Foods,40.45145809999999,-79.9996227,"318-320 Cedar Ave, Pittsburgh, PA 15212, USA",318-320,Cedar Avenue,East Allegheny,15212,True,2,4.1,47,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000
ChIJ8_mSHvzzNIgRgXf7fVX2PTM,New Moon Fusion Restaurant,40.448603,-80.0029564,"58 E General Robinson St, Pittsburgh, PA 15212, USA",58,East General Robinson Street,North Shore,15212,,,,,,,,,,,,,,,,,,
ChIJ41z6CN3zNIgR_ECPHXVS9Nc,Roland's Seafood Grill,40.45070499999999,-79.98423199999999,"1904 Penn Ave, Pittsburgh, PA 15222, USA",1904,Penn Avenue,Strip District,15222,,2,4.3,2758,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000
ChIJrSNnoeLzNIgRXD5Z5bgDx6U,The Bistro,40.4445159,-79.9965826,"945 Penn Ave, Pittsburgh, PA 15222, USA",945,Penn Avenue,Downtown,15222,,,2.6,7,0700,1100,0630,1030,0630,1030,0630,1030,0630,1030,0630,1030,0700,1100
ChIJv2DWlv7zNIgRTTz0tEVx4Ok,Mike's Beer Bar,40.44799400000001,-80.0039821,"110 Federal St, Pittsburgh, PA 15212, USA",110,Federal Street,North Shore,15212,False,2,4.5,923,1100,0000,1100,0000,1100,0000,1100,0000,1100,0000,1100,0030,1100,0030
ChIJs2c8p1nxNIgR86FIs2IuGqc,Bigelow Grille Kitchen & Bar,40.4405841,-79.99435749999999,"1 Bigelow Sq, Pittsburgh, PA 15219, USA",1,Bigelow Square,Downtown,15219,,2,4.1,284,1600,2200,1600,2200,1600,2200,1600,2200,1600,2200,1600,2200,1600,2200
ChIJGfCWEFfxNIgRKdud4avVJZk,The Capital Grille,40.4408452,-80.0000312,"301 Fifth Ave, Pittsburgh, PA 15222, USA",301,Fifth Avenue,Downtown,15222,False,4,4.6,1406,1600,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1600,2200
ChIJ5a71UVbxNIgR_fJVD9BCDHo,Morton's The Steakhouse,40.4423432,-80.0011153,"625 Liberty Ave Suite 180, Pittsburgh, PA 15222, USA",625,Liberty Avenue,Downtown,15222,True,4,4.5,750,1600,2100,1700,2100,1700,2100,1700,2100,1700,2100,1600,2200,1600,2200
ChIJa5piL1jxNIgRHlJLyZ0aFUY,Villa Reale | Pizzeria & Restaurant,40.44212019999999,-79.9969363,"628 Smithfield St, Pittsburgh, PA 15222, USA",628,Smithfield Street,Downtown,15222,,1,4.2,280,,,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500,,
ChIJVVUVbFfxNIgR7c7mF2aGn0Q,Fogo de Chão Brazilian Steakhouse,40.4407939,-79.9985509,"525 Smithfield St, Pittsburgh, PA 15222, USA",525,Smithfield Street,Downtown,15222,True,3,4.6,2637,1100,2100,1700,2130,1700,2130,1700,2130,1700,2130,1700,2200,1100,2200
ChIJAQCw1FfxNIgR8gdJyIh-4fM,Social House 7,40.44407199999999,-80.000344,"123 7th St, Pittsburgh, PA 15222, USA",123,7th Street,Downtown,15222,False,3,4.1,878,1500,2000,,,,,1700,2300,1700,2300,1700,0200,1700,0200
ChIJm3zjGljxNIgRNMxVoo4hgQo,Mike & Tony's Gyros,40.4434212,-79.9970815,"927 Liberty Ave, Pittsburgh, PA 15222, USA",927,Liberty Avenue,Downtown,15222,False,1,4.5,474,,,1000,1630,1000,1630,1000,1630,1000,1630,1000,1630,,
ChIJdVAc-9rzNIgR3tlczynQE98,Scarpino,40.4441792,-79.9957299,"960 Penn Ave, Pittsburgh, PA 15222, USA",960,Penn Avenue,Downtown,15222,False,2,3.9,258,1100,2100,,,,,1700,2300,1700,2300,1600,0000,1100,0000
ChIJbYs7u27xNIgR9Bj9SpqyYwY,Sultan Doner Gyro,40.44320769999999,-80.00212850000001,"133 6th St, Pittsburgh, PA 15222, USA",133,6th Street,Downtown,15222,False,,4.6,119,0900,1700,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0800,2100
ChIJZ0VnWfTxNIgRzwmWRLP4sy4,The Eagle,40.4435089,-79.9995971,"737 Penn Ave Space 2, Pittsburgh, PA 15222, USA",737,Penn Avenue,Downtown,15222,,,4.5,430,1100,2200,1600,2300,1600,2300,1600,2300,1600,2300,1100,0000,1100,0000
ChIJ47M0F1jxNIgRBCssOalS4ck,Sree's Foods,40.44341250000001,-79.9989003,"808 Penn Ave, Pittsburgh, PA 15222, USA",808,Penn Avenue,Downtown,15222,,1,4.6,184,,,1130,1430,1130,1430,1130,1430,1130,1430,1130,1430,,
ChIJSVQ4lcfxNIgRO6wvcKZLAQI,Rosewater Middle Eastern Grill ماء ورد,40.4425223,-79.9987722,"808 Liberty Ave, Pittsburgh, PA 15222, USA",808,Liberty Avenue,Downtown,15222,True,1,4.8,304,,,1130,2030,1130,2030,1130,2030,1130,2030,1130,2030,1130,2030
ChIJLe2gNljxNIgRyIt5PgU3xtk,The Commoner,40.44166269999999,-79.9962221,"620 William Penn Pl, Pittsburgh, PA 15219, USA",620,William Penn Place,Downtown,15219,True,3,4.4,1588,1700,2100,1700,2100,1700,2100,1700,2100,1700,2100,1700,2300,1700,2300
ChIJ1QL2R1bxNIgR3zR9Fz4lorg,Meat & Potatoes,40.44315030000001,-80.0011895,"649 Penn Ave, Pittsburgh, PA 15222, USA",649,Penn Avenue,Downtown,15222,,3,4.5,1817,1700,2100,,,,,1700,2200,1700,2200,1700,2200,1700,2200
ChIJue7G_FfxNIgR3YWf7Tdt2aY,Nicky's Thai Kitchen,40.4439139,-79.9982139,"903 Penn Ave, Pittsburgh, PA 15222, USA",903,Penn Avenue,Downtown,15222,,2,4.4,1780,1700,2100,1700,2200,1700,2130,1700,2130,1700,2130,1700,2200,1700,2200
ChIJoaEBy7LxNIgRW6AehuboyTg,gi-jin,40.44245459999999,-80.0021805,"208 6th St, Pittsburgh, PA 15222, USA",208,6th Street,Downtown,15222,False,,4.6,160,,,,,1700,2200,1700,2200,1700,2200,1700,2300,1700,2300
ChIJG6g-slDxNIgR2g4PV1mDO8I,Arepittas,40.43881629999999,-79.99852,"412-428 Cherry Way, Pittsburgh, PA 15219, USA",412-428,Cherry Way,Downtown,15219,True,1,4.8,472,,,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000
ChIJMwNf-k3xNIgRKJcrlH1YVqQ,Forbes Tavern,40.439784,-80.000461,"310 Forbes Ave, Pittsburgh, PA 15222, USA",310,Forbes Avenue,Downtown,15222,False,,4.5,171,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300
ChIJr_gB_1DxNIgRCr0YYUObyHE,Siam | Thai Restaurant,40.436964,-80.000187,"410 First Avenue, Pittsburgh, PA 15219, USA",410,First Avenue,Downtown,15219,,1,4.5,194,,,1100,1945,1100,1945,1100,1945,1100,1945,1100,1945,0400,1945
ChIJq6rq5FnxNIgRP_IpsWEb7ac,Freshii,40.4398026,-79.9967176,"501 Grant St, Pittsburgh, PA 15219, USA",501,Grant Street,Downtown,15219,,2,4.1,107,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,,
ChIJbWn2y1DxNIgR1w7n95vU5j0,Madonna's Mediterranean Cuisine,40.43903299999999,-79.9992129,"408 Smithfield St, Pittsburgh, PA 15219, USA",408,Smithfield Street,Downtown,15219,True,1,4.8,326,,,1000,1500,1000,1500,1000,1500,1000,1500,1000,1500,,
ChIJbUeFn1DxNIgRNsB4lETrxQ0,Grant Street Tavern,40.4376887,-79.9976353,"310 Grant St, Pittsburgh, PA 15219, USA",310,Grant Street,Downtown,15219,,1,4.5,55,,,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,,
ChIJ_WoVTvLxNIgRl_aBTlrZpHs,Sally Ann's,40.4429857,-80.00257169999999,"136 6th St, Pittsburgh, PA 15222, USA",136,6th Street,Downtown,15222,False,,4.8,66,0800,1500,,,,,0800,1500,0800,1500,0800,1500,0800,1500
ChIJwz1LyVbxNIgRV4OR92L-fKw,Yuzu Kitchen,40.4397051,-80.00124579999999,"409 Wood St, Pittsburgh, PA 15222, USA",409,Wood Street,Downtown,15222,,2,4.5,644,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1200,2200
ChIJZ3vhFKPxNIgRSUQGsPjO7_Q,Samovar halal restaurant مطعم سماور حلال,40.436941,-80.00052289999999,"10 Smithfield St, Pittsburgh, PA 15222, USA",10,Smithfield Street,Downtown,15222,,,4.5,58,,,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1200,2200
ChIJgVzfkprxNIgRPyQGLv0LJ78,Tuscan Cafe,40.436915,-80.0006044,"6 Smithfield St, Pittsburgh, PA 15222, USA",6,Smithfield Street,Downtown,15222,,1,3.7,11,,,0900,1400,0900,1400,0900,1400,0900,1400,0900,1400,,
ChIJr5_PwVnxNIgRW6wYCkEkfv0,Bruegger's Bagels and Jamba Juice,40.4402542,-79.9964758,"531 Grant St, Pittsburgh, PA 15219, USA",531,Grant Street,Downtown,15219,,1,3.3,407,0600,1400,0600,1400,0600,1400,0600,1400,0600,1400,0600,1400,0600,1400
ChIJ3WOGtlnxNIgRDcTKCXS0GOw,Dunkin',40.4410851,-79.9960134,"601 Grant St, Pittsburgh, PA 15219, USA",601,Grant Street,Downtown,15219,False,1,3.8,270,0800,1300,0600,1800,0600,1800,0600,1800,0600,1800,0600,1800,0700,1500
ChIJo5IOulDxNIgRCjQSyJviOTM,Bruegger's Bagels,40.4384971,-79.9984717,"429 Fourth Ave, Pittsburgh, PA 15219, USA",429,Fourth Avenue,Downtown,15219,,1,4,96,,,0600,1400,0600,1400,0600,1400,0600,1400,0600,1400,,
ChIJHeyUo-LzNIgR1FphGl0EYGo,The Standard Market & Pint House,40.44437619999999,-79.9963233,"947 Penn Ave, Pittsburgh, PA 15222, USA",947,Penn Avenue,Downtown,15222,False,2,4,249,0700,2200,0700,1400,0700,1400,0700,2300,0700,2300,0700,0200,0700,0200
ChIJaaV-6NzzNIgRronh-wKb0Kw,La Prima Espresso Company - Strip District,40.45160190000001,-79.9828215,"205 21st St, Pittsburgh, PA 15222, USA",205,21st Street,Strip District,15222,False,1,4.7,526,0700,1600,0600,1600,0600,1600,0600,1600,0600,1700,0600,1700,0600,1700
ChIJkTpzVVjxNIgRLn0Nwuexkxw,Starbucks,40.4365945,-79.99081869999999,"600 Forbes Ave, Pittsburgh, PA 15219, USA",600,Forbes Avenue,Uptown,15219,False,2,3.9,113,1000,2300,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300,0700,2300
ChIJn6HNhN3zNIgRzL37A1e_8Pg,Prestogeorge Coffee & Tea,40.4501956,-79.985719,"1719 Penn Ave, Pittsburgh, PA 15222, USA",1719,Penn Avenue,Strip District,15222,True,1,4.8,344,0900,1600,0800,1600,0800,1600,0800,1600,0800,1600,0800,1600,0800,1700
ChIJMYlAHN3zNIgRSTPlPwIwyzg,Allegheny Coffee & Tea Exchange,40.4513246,-79.98382959999999,"2005 Penn Ave, Pittsburgh, PA 15222, USA",2005,Penn Avenue,Strip District,15222,,1,4.7,758,0900,1600,0900,1600,0900,1600,0900,1600,0900,1600,0900,1600,0900,1600
ChIJSZ0k9kXxNIgRgxF44U8rvBM,Gabriella's Gourmet,40.429707,-79.997613,"301 E Carson St, Pittsburgh, PA 15219, USA",301,East Carson Street,South Side Slopes,15219,,,4.6,167,0700,1400,,,0700,1400,0700,1400,0700,1400,0700,1400,0700,1400
ChIJbUeFn1DxNIgRb6LHmi3H2zE,Nicky's Grant Street,40.4374655,-79.99771319999999,"310 Grant St #100, Pittsburgh, PA 15219, USA",310,Grant Street,Downtown,15219,False,,4.4,101,,,0700,1530,0700,1500,0700,1500,0700,1500,0700,1500,,
ChIJIQEzxDjxNIgRJm65XjBjXsA,Paisano's Restaurant,40.4220008,-79.9929095,"821 E Warrington Ave, Pittsburgh, PA 15210, USA",821,East Warrington Avenue,Allentown,15210,,2,3.9,252,,,,,1600,0000,1600,0000,1600,0000,1600,0100,1600,0100
ChIJTV6FuofxNIgRnxnw7JRHYCs,Bombay 7 Spice,40.4376498,-80.000584,"111 Smithfield St, Pittsburgh, PA 15222, USA",111,Smithfield Street,Downtown,15222,,,3.5,29,,,1100,2030,1100,2030,1100,2030,1100,2030,1100,2030,1100,2030
ChIJuxAlNFHxNIgR4kI1EDAKexg,Mandarin Gourmet,40.4393504,-80.0014722,"305 Wood St, Pittsburgh, PA 15222, USA",305,Wood Street,Downtown,15222,,1,4.2,298,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1130,2200
ChIJi43421bxNIgRNnTCIKWZxi8,Mamma Lucia Pizzeria,40.440363,-80.000931,"433 Wood St, Pittsburgh, PA 15222, USA",433,Wood Street,Downtown,15222,True,1,4.4,351,,,0900,1745,0900,1745,0900,1745,0900,1745,0900,1745,1000,1500
ChIJ73N-3lDxNIgRUzUPEX1E2-A,Pizza Fiesta,40.437023,-80.000463,"14 Smithfield St, Pittsburgh, PA 15222, USA",14,Smithfield Street,Downtown,15222,,2,4.3,467,1000,0000,1000,0000,1000,0000,1000,0000,1000,0000,1000,0200,1000,0200
ChIJJ1RKHFHxNIgRpVIPCvW5ZIs,Mezbaan Indian Cuisine,40.4376107,-80.0004822,"111 Smithfield St, Pittsburgh, PA 15222, USA",111,Smithfield Street,Downtown,15222,,1,3.8,195,,,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2000
ChIJ6XpPWDvxNIgRy_iCBCIKULs,Sushi and Rolls,40.438294,-79.9990072,"301 Grant St, Pittsburgh, PA 15219, USA",301,Grant Street,Downtown,15219,,,4.8,22,,,1030,1400,1030,1400,1030,1400,1030,1400,1030,1400,,
ChIJi_tCb1rxNIgRpCJk0phr6Hk,The Original Mitchell's,40.4371294,-79.9965541,"304 Ross St, Pittsburgh, PA 15219, USA",304,Ross Street,Downtown,15219,,1,4.3,313,,,1100,0200,1100,0200,1100,0200,1100,0200,1100,0200,1800,0200
ChIJo1_OeVrxNIgRBzYzhDgFDUs,Chinatown Inn,40.43705310000001,-79.99735129999999,"520 Third Avenue, Pittsburgh, PA 15219, USA",520,Third Avenue,Downtown,15219,,2,4.3,1225,1400,2130,1100,2130,1100,2130,1100,2130,1100,2130,1100,2230,1200,2230
